SMILES,MW,LogP,TPSA,HBA,HBD,RotBonds,AromaticRings,HeavyAtoms,FractionCsp3,NumRings,NumAliphaticRings,pIC50,QED,SA,TotalScore,Scaffold,HasNitro,HasAzo,HasHalogenatedCarbon,HasQuinone,HasMichaelAcceptor,HasPeroxide,HasAcylChloride,HasSulfonylChloride,ToxicityRiskScore
CN1CCCC1C(=O)N1C(c2ccccc2)CC(C(=O)NC2CCNCC2)C1c1cccs1,466.65100000000024,3.341400000000001,64.68,5,2,5,2,33,0.5384615384615384,5,3,8.0283,0.7095,3.9144,0.6801781,O=C(NC1CCNCC1)C1CC(c2ccccc2)N(C(=O)C2CCCN2)C1c1cccs1,False,False,False,False,False,False,False,False,0
CCN1C(c2cccnc2)CC(C(=O)NCC2CCNC2)C1c1ccncc1,379.5080000000001,2.3265000000000002,70.15,5,2,6,2,28,0.5,4,2,8.0283,0.8061,3.9149,0.6800963,O=C(NCC1CCNC1)C1CC(c2cccnc2)NC1c1ccncc1,False,False,False,False,False,False,False,False,0
CN1C(c2cccnc2)CC(C(=O)NCC2CCNCC2)C1c1ccncc1,379.50800000000004,2.3264999999999993,70.15,5,2,5,2,28,0.5,4,2,8.1692,0.8344,3.653,0.6800404,O=C(NCC1CCNCC1)C1CC(c2cccnc2)NC1c1ccncc1,False,False,False,False,False,False,False,False,0
CN1CCCC1C(=O)N1C(c2cccnc2)CC(C(=O)NC2CCNCC2)C1c1ccccc1,461.61000000000024,2.674900000000001,77.57000000000001,5,2,5,2,34,0.5185185185185185,5,3,8.0352,0.716,3.8688,0.679978,O=C(NC1CCNCC1)C1CC(c2cccnc2)N(C(=O)C2CCCN2)C1c1ccccc1,False,False,False,False,False,False,False,False,0
CC1CC1N1C(c2ccccc2)CC(C(=O)NCC2CCNCC2)C1c1ccccn1,418.5850000000002,3.7101000000000024,57.260000000000005,4,2,6,2,31,0.5384615384615384,5,3,8.1411,0.7509,3.9649,0.679953,O=C(NCC1CCNCC1)C1CC(c2ccccc2)N(C2CC2)C1c1ccccn1,False,False,False,False,False,False,False,False,0
CNC(=O)C1CC(c2cccs2)N(C(=O)C2CCCN2C2CCNCC2)C1c1ccccc1,466.6510000000003,3.341400000000002,64.68,5,2,5,2,33,0.5384615384615384,5,3,8.0272,0.7095,3.9775,0.6793039,O=C(C1CCCN1C1CCNCC1)N1C(c2ccccc2)CCC1c1cccs1,False,False,False,False,False,False,False,False,0
O=C(NC1COC1)C1CC(c2ccccc2)N(CC2CCCNCC2)C1c1ccncc1,434.5840000000003,3.090600000000001,66.49000000000001,5,2,6,2,32,0.5384615384615384,5,3,8.0146,0.7315,3.9091,0.6767776,O=C(NC1COC1)C1CC(c2ccccc2)N(CC2CCCNCC2)C1c1ccncc1,False,False,False,False,False,False,False,False,0
O=C(NCC1CCNCC1)C1CC(c2ccccc2)N(C(=O)N2CCOCC2)C1c1ccco1,466.58200000000033,2.951900000000001,87.05000000000001,5,2,5,2,34,0.5384615384615384,5,3,8.0931,0.7076,3.763,0.6763786,O=C(NCC1CCNCC1)C1CC(c2ccccc2)N(C(=O)N2CCOCC2)C1c1ccco1,False,False,False,False,False,False,False,False,0
O=C(NCC1CCNC1)C1CC(c2cccnc2)N(C(=O)C2CCCC2)C1c1ccncc1,447.5830000000003,3.0234000000000005,87.22000000000001,5,2,6,2,33,0.5384615384615384,5,3,8.0109,0.7109,3.906,0.6757014,O=C(NCC1CCNC1)C1CC(c2cccnc2)N(C(=O)C2CCCC2)C1c1ccncc1,False,False,False,False,False,False,False,False,0
O=CNC(=O)C1CC(c2cccnc2)N(CC2CCCNCC2)C1c1ccccc1,406.5300000000002,2.8482000000000003,74.33,5,2,6,2,30,0.4583333333333333,4,2,8.062,0.7219,3.9766,0.6738088,c1ccc(C2CCC(c3cccnc3)N2CC2CCCNCC2)cc1,False,False,False,False,False,False,False,False,0
CC(=O)NC(=O)C1CC(c2cccnc2)N(CC2CCNCC2)C1c1ccncc1,407.5180000000002,2.2432,87.22,6,2,5,2,30,0.4782608695652174,4,2,8.0188,0.7905,3.8585,0.6730763,c1cncc(C2CCC(c3ccncc3)N2CC2CCNCC2)c1,False,False,False,False,False,False,False,False,0
O=C(NCC1CCNC1)C1CC(c2cccnc2)N(CC2CC2)C1c1ccncc1,405.5460000000002,2.7165999999999997,70.15,5,2,7,2,30,0.5416666666666666,5,3,8.0253,0.7413,3.9552,0.6722992,O=C(NCC1CCNC1)C1CC(c2cccnc2)N(CC2CC2)C1c1ccncc1,False,False,False,False,False,False,False,False,0
CN1CCC(CNC(=O)C2CC(c3ccccc3)N(C3CCNCC3)C2c2cccnc2)C1,447.6270000000003,3.0058000000000007,60.50000000000001,5,2,6,2,33,0.5555555555555556,5,3,8.0656,0.713,3.8624,0.6713657,O=C(NCC1CCNC1)C1CC(c2ccccc2)N(C2CCNCC2)C1c1cccnc1,False,False,False,False,False,False,False,False,0
CC(=O)NC(=O)C1CC(c2cccnc2)N(CC2CCCNCC2)C1c1ccncc1,421.54500000000024,2.633300000000001,87.22,6,2,5,2,31,0.5,4,2,8.0111,0.7718,3.9923,0.6713085,c1cncc(C2CCC(c3ccncc3)N2CC2CCCNCC2)c1,False,False,False,False,False,False,False,False,0
CN1CCNCCC1CNC(=O)C1CC(c2cccnc2)N(C)C1c1ccncc1,408.55000000000007,1.6206000000000018,73.39,6,2,5,2,30,0.5217391304347826,4,2,8.0291,0.7834,3.9815,0.6694522,O=C(NCC1CCNCCN1)C1CC(c2cccnc2)NC1c1ccncc1,False,False,False,False,False,False,False,False,0
CS(=O)(=O)NC(=O)C1CC(c2ccccc2)N(CC2CCNCC2)C1c1ccncc1,442.58500000000026,2.2612999999999994,91.4,6,2,6,2,31,0.4782608695652174,4,2,8.0142,0.7132,3.7521,0.6670331,c1ccc(C2CCC(c3ccncc3)N2CC2CCNCC2)cc1,False,False,False,False,False,False,False,False,0
O=C(NCC1CC1)C1CC(c2cccnc2)N(C2CCNCC2)C1c1ccncc1,405.5460000000002,2.8591000000000006,70.15,5,2,6,2,30,0.5416666666666666,5,3,8.1552,0.7734,3.7653,0.6667797,O=C(NCC1CC1)C1CC(c2cccnc2)N(C2CCNCC2)C1c1ccncc1,False,False,False,False,False,False,False,False,0
CS(=O)(=O)NC(=O)C1CC(c2ccccc2)N(CC2CCNCC2)C1c1cccnc1,442.58500000000026,2.2612999999999994,91.4,6,2,6,2,31,0.4782608695652174,4,2,8.0306,0.7132,3.7421,0.6658056,c1ccc(C2CCC(c3cccnc3)N2CC2CCNCC2)cc1,False,False,False,False,False,False,False,False,0
CCCN1C(c2cccnc2)CC(C(=O)NCC2CCNCC2)C1c1ccncc1,407.5620000000001,3.106700000000001,70.15,5,2,7,2,30,0.5416666666666666,4,2,8.1653,0.7381,3.7569,0.6653516,O=C(NCC1CCNCC1)C1CC(c2cccnc2)NC1c1ccncc1,False,False,False,False,False,False,False,False,0
CS(=O)(=O)NC(=O)C1CC(c2ccccc2)N(CC2CCNCC2)C1c1cccs1,447.62600000000026,2.9278000000000013,78.51,6,2,6,2,30,0.5,4,2,8.0268,0.7119,3.7706,0.6647009,c1ccc(C2CCC(c3cccs3)N2CC2CCNCC2)cc1,False,False,False,False,False,False,False,False,0
O=C(NC(=O)N1CCCC1)C1CC(c2cccnc2)N(CC2CCNCC2)C1c1ccncc1,462.5980000000003,2.9125000000000005,90.46000000000001,6,2,5,2,34,0.5384615384615384,5,3,8.0218,0.7102,3.8807,0.6644628,O=C(NC(=O)N1CCCC1)C1CC(c2cccnc2)N(CC2CCNCC2)C1c1ccncc1,False,False,False,False,False,False,False,False,0
O=C(NCC1CCC1)C1CC(c2cccnc2)N(C2CCCNCC2)C1c1ccncc1,433.60000000000025,3.639300000000002,70.15,5,2,6,2,32,0.5769230769230769,5,3,8.1343,0.7279,3.9085,0.6643484,O=C(NCC1CCC1)C1CC(c2cccnc2)N(C2CCCNCC2)C1c1ccncc1,False,False,False,False,False,False,False,False,0
CC(=O)NC(=O)C1CC(c2cccnc2)N(C(=O)CCC2CCNCC2)C1c1ccncc1,449.5550000000003,2.5500000000000007,104.29,6,2,6,2,33,0.48,4,2,8.0089,0.7024,3.8474,0.6639662,O=C(CCC1CCNCC1)N1C(c2ccncc2)CCC1c1cccnc1,False,False,False,False,False,False,False,False,0
CN1C(c2cccnc2)CC(C(=O)NC(=O)CCC2CCCNCC2)C1c1ccncc1,435.5720000000002,3.0234000000000014,87.22,6,2,6,2,32,0.52,4,2,8.0159,0.7253,3.9056,0.6638017,O=C(CCC1CCCNCC1)NC(=O)C1CC(c2cccnc2)NC1c1ccncc1,False,False,False,False,False,False,False,False,0
CN1C(c2ccccc2)CC(C(=O)NS(=O)(=O)CC2CCNCC2)C1c1cccnc1,442.5850000000002,2.2612999999999994,91.4,6,2,6,2,31,0.4782608695652174,4,2,8.0597,0.7132,3.7431,0.6629385,O=C(NS(=O)(=O)CC1CCNCC1)C1CC(c2ccccc2)NC1c1cccnc1,False,False,False,False,False,False,False,False,0
CCN(C)C(=O)NC(=O)C1CC(c2cccnc2)N(CC2CCNCC2)C1c1ccncc1,450.5870000000003,2.7684000000000006,90.46000000000001,6,2,6,2,33,0.52,4,2,8.0249,0.7034,3.9951,0.6600622,c1cncc(C2CCC(c3ccncc3)N2CC2CCNCC2)c1,False,False,False,False,False,False,False,False,0
CCNC(=O)C1CC(c2cccs2)N(C2CCNCC2)C1c1ccccc1,383.5610000000001,3.7405000000000026,44.370000000000005,4,2,5,2,27,0.5,4,2,8.0035,0.8267,3.6208,0.0,c1ccc(C2CCC(c3cccs3)N2C2CCNCC2)cc1,False,False,False,False,False,False,False,False,0
CC(=O)NC(=O)C1CC(c2ccccc2)N(CC2CCNCC2)C1c1cccs1,411.5710000000002,3.514700000000002,61.440000000000005,5,2,5,2,29,0.4782608695652174,4,2,8.0368,0.7904,3.7272,0.0,c1ccc(C2CCC(c3cccs3)N2CC2CCNCC2)cc1,False,False,False,False,False,False,False,False,0
CCNC(=O)C1CC(c2ccccc2)N(CC2CCNCC2)C1c1cccnc1,392.54700000000014,3.321600000000002,57.260000000000005,4,2,6,2,29,0.5,4,2,8.0889,0.7918,3.5962,0.0,c1ccc(C2CCC(c3cccnc3)N2CC2CCNCC2)cc1,False,False,False,False,False,False,False,False,0
CCNC(=O)C1CC(c2ccccc2)N(C2CCNCC2)C1c1cccnc1,378.5200000000001,3.0740000000000016,57.260000000000005,4,2,5,2,28,0.4782608695652174,4,2,8.0313,0.8396,3.5641,0.0,c1ccc(C2CCC(c3cccnc3)N2C2CCNCC2)cc1,False,False,False,False,False,False,False,False,0
CCC(=O)NC(=O)C1CC(c2cccnc2)N(CC2CCNCC2)C1c1ccccc1,420.5570000000002,3.2383000000000015,74.33,5,2,6,2,31,0.48,4,2,8.0216,0.7505,3.704,0.0,c1ccc(C2CCC(c3cccnc3)N2CC2CCNCC2)cc1,False,False,False,False,False,False,False,False,0
CS(=O)(=O)NC(=O)C1CC(c2cccnc2)N(CC2CCNCC2)C1c1ccccc1,442.58500000000026,2.2613000000000003,91.39999999999999,6,2,6,2,31,0.4782608695652174,4,2,8.0262,0.7132,3.7373,0.0,c1ccc(C2CCC(c3cccnc3)N2CC2CCNCC2)cc1,False,False,False,False,False,False,False,False,0
