SMILES,Comment,RDKit_SMILES (REINVENT),Score,DENV_Activity,Stereo_Centers,QED,SA,MW,Heavy_Atoms,LogP,TPSA,HBA,HBD,Rotatable_Bonds,Ring_Count,Aromatic_Rings,Stability_Alerts,DENV_Activity (raw),Stereo_Centers (raw),QED (raw),SA (raw),MW (raw),Heavy_Atoms (raw),LogP (raw),TPSA (raw),HBA (raw),HBD (raw),Rotatable_Bonds (raw),Ring_Count (raw),Aromatic_Rings (raw),Stability_Alerts (raw),matchting_patterns (Stability_Alerts)
CNC(=O)C1C(c2ccc(C(C)C)cc2)NC(c2cccc(Cl)c2)C1C,,CNC(=O)C1C(c2ccc(C(C)C)cc2)NC(c2cccc(Cl)c2)C1C,0.5383431586953011,0.9730855,0.0,0.8074244389301569,0.0052666664,0.99854654,0.87800205,0.0075588226,0.6272377,0.9968477,0.1279931,0.3052647,0.5,0.5,1.0,7.5976515,4.0,0.8074244389301569,3.546661033928917,370.92400000000004,26.0,4.847300000000004,41.13,2.0,2.0,4.0,3.0,2.0,1.0,[]
Cc1ccc(C2NC(C)C(C[n+]3ccccc3)C2C(=O)Nc2ccc(S(C)(=O)=O)cc2)cc1,,Cc1ccc(C2NC(C)C(C[n+]3ccccc3)C2C(=O)Nc2ccc(S(C)(=O)=O)cc2)cc1,0.5169193077349041,0.9734478,0.0,0.5489575082049953,0.0006791353,0.96301115,0.65878433,0.98347795,0.9999324,0.7597469,0.1279931,0.01611495,0.0031523108,0.0031523108,1.0,7.592209,4.0,0.5489575082049953,3.858704227580497,464.61100000000016,33.0,3.2901200000000017,79.15,4.0,2.0,6.0,4.0,3.0,1.0,[]
Cc1ccc(C2NC(C)C(c3ccn[nH]3)C2C(=O)NC(=O)c2ccccc2)cc1,,Cc1ccc(C2NC(C)C(c3ccn[nH]3)C2C(=O)NC(=O)c2ccccc2)cc1,0.5413429970247775,0.9732773,0.0,0.599579791902875,0.0013094544,0.99971086,0.87800205,0.9941621,0.9976288,0.7597469,0.0031523108,0.3052647,0.0031523108,0.0031523108,1.0,7.59478,4.0,0.599579791902875,3.758811711584258,388.4710000000001,29.0,3.107520000000001,86.88,4.0,3.0,4.0,4.0,3.0,1.0,[]
Cc1ccc(C2NC(C3CCCC3)C(C3CC3)C2C(=O)NC(=O)c2ccccc2)cc1,,Cc1ccc(C2NC(C3CCCC3)C(C3CC3)C2C(=O)NC(=O)c2ccccc2)cc1,0.5068698658389195,0.97245044,0.0,0.6887558820841886,0.0028086305,0.9995404,0.78847593,0.010064781,0.99977094,0.9693466,0.1279931,0.07820028,1.001358e-05,0.5,1.0,7.6070223,4.0,0.6887558820841886,3.6425989040745694,416.56500000000005,31.0,4.797120000000004,58.2,3.0,2.0,5.0,5.0,2.0,1.0,[]
Cc1ccc(C2NC(C)C(c3ncccc3C)C2C(=O)Nc2ccccc2)cc1,,Cc1ccc(C2NC(C)C(c3ncccc3C)C2C(=O)Nc2ccccc2)cc1,0.5055437678645937,0.9700207,0.0,0.6801336653753403,0.006944597,0.9996203,0.87800205,0.011749387,0.9984321,0.9693466,0.1279931,0.3052647,0.0031523108,0.0031523108,1.0,7.641036,4.0,0.6801336653753403,3.5043644455972327,385.5110000000001,29.0,4.769940000000004,54.02,3.0,2.0,4.0,4.0,3.0,1.0,[]
CC(C)c1ccc(C2NC(C)C(C3CCC3)C2C(=O)NC(=O)c2ccccc2)cc1,,CC(C)c1ccc(C2NC(C)C(C3CCC3)C2C(=O)NC(=O)c2ccccc2)cc1,0.508864821422577,0.966261,0.0,0.7018171003229008,0.0035919547,0.9998479,0.838174,0.008253813,0.99977094,0.9693466,0.1279931,0.07820028,0.0031523108,0.5,1.0,7.6887336,4.0,0.7018171003229008,3.6050879947858654,404.55400000000003,30.0,4.8319000000000045,58.2,3.0,2.0,5.0,4.0,2.0,1.0,[]
Cc1ccc(C2NC(C)C(c3ccccc3)C2C(=O)NC2CCCCC2)cc1,,Cc1ccc(C2NC(C)C(c3ccccc3)C2C(=O)NC2CCCCC2)cc1,0.5165236366827213,0.97256315,0.0,0.7986404363132492,0.010782719,0.9991333,0.90909094,0.006388724,0.6272377,0.9968477,0.1279931,0.3052647,0.0031523108,0.5,1.0,7.6053753,4.0,0.7986404363132492,3.4368976361364663,376.5440000000002,28.0,4.876720000000004,41.13,2.0,2.0,4.0,4.0,2.0,1.0,[]
CNC(=O)NC(=O)C1C(c2ccc(N(C)C)cc2)NC(C)C1c1ccccc1C,,CNC(=O)NC(=O)C1C(c2ccc(N(C)C)cc2)NC(C)C1c1ccccc1C,0.592622425698085,0.97981024,0.0,0.7454983281505639,0.0012803078,0.9998343,0.87800205,0.9976421,0.99999505,0.7597469,0.0031523108,0.3052647,0.5,0.5,1.0,7.48259,4.0,0.7454983281505639,3.7622485813710975,394.5190000000001,29.0,2.949420000000001,73.47,4.0,3.0,4.0,3.0,2.0,1.0,[]
Cc1ccc(C2NC(C)C(CC3CC3)C2C(=O)NC(=O)Nc2ccccc2)cc1,,Cc1ccc(C2NC(C)C(CC3CC3)C2C(=O)NC(=O)Nc2ccccc2)cc1,0.5111150540094005,0.97050136,0.0,0.7070737258343859,0.0030001998,0.99978155,0.87800205,0.08689064,0.99999887,0.9693466,0.0031523108,0.07820028,0.0031523108,0.5,1.0,7.6345253,4.0,0.7070737258343859,3.6325447774311357,391.51500000000004,29.0,4.4086200000000035,70.23,3.0,3.0,5.0,4.0,2.0,1.0,[]
Cc1ccc(C2NC(c3ccccc3C)C(C)C2C(=O)NC(C)(C)C)cc1,,Cc1ccc(C2NC(c3ccccc3C)C(C)C2C(=O)NC(C)(C)C)cc1,0.5597357861300156,0.9788246,0.0,0.816790615036385,0.0056076646,0.9973846,0.9090909,0.007190585,0.6272377,0.9968477,0.1279931,0.69473535,0.5,0.5,1.0,7.501614,4.0,0.816790615036385,3.537070500066272,364.53300000000013,27.0,4.856040000000005,41.13,2.0,2.0,3.0,3.0,2.0,1.0,[]
CCC1C(c2ccc(O)cc2C)NC(c2ccc(C)cc2)C1C(=O)NC(=O)N1CC1,,CCC1C(c2ccc(O)cc2C)NC(c2ccc(C)cc2)C1C(=O)NC(=O)N1CC1,0.5567855678322728,0.97712845,0.0,0.6768226159301792,0.0010234118,0.99980026,0.838174,0.9142625,0.9998059,0.7597469,0.0031523108,0.3052647,0.0031523108,0.5,1.0,7.5324097,4.0,0.6768226159301792,3.796330368677035,407.5140000000002,30.0,3.588840000000002,81.44000000000001,4.0,3.0,4.0,4.0,2.0,1.0,[]
Cc1ccc(C2NC(c3cccc(C)c3)C(C)C2C(=O)NC2=NCCC2)cc1,,Cc1ccc(C2NC(c3cccc(C)c3)C(C)C2C(=O)NC2=NCCC2)cc1,0.565120084546874,0.9783453,0.0,0.8425801809139395,0.00082331896,0.99904734,0.90909094,0.19182527,0.9979995,0.9693466,0.1279931,0.69473535,0.0031523108,0.5,1.0,7.510555,4.0,0.8425801809139395,3.829437358358689,375.5160000000002,28.0,4.249840000000003,53.49,3.0,2.0,3.0,4.0,2.0,1.0,[]
CC1NC(c2ccc(-c3ccccc3)cc2)C(C(=O)NC(=O)CC2CNC(=O)C2)C1C,,CC1NC(c2ccc(-c3ccccc3)cc2)C(C(=O)NC(=O)CC2CNC(=O)C2)C1C,0.5493864629378835,0.9725119,0.0,0.6955543772840611,0.0003271103,0.99939644,0.78847593,0.9989558,0.99712425,0.7597469,0.0031523108,0.07820028,0.0031523108,0.5,1.0,7.606125,5.0,0.6955543772840611,3.9698202950426884,419.52500000000026,31.0,2.8077000000000005,87.30000000000001,4.0,3.0,5.0,4.0,2.0,1.0,[]
CC1NC(c2ccc(C3CCCC3)cc2)C(C(=O)Nc2ccccc2)C1C,,CC1NC(c2ccc(C3CCCC3)cc2)C(C(=O)Nc2ccccc2)C1C,0.5128752372661891,0.9646254,0.0,0.7779608721654673,0.013664961,0.9968526,0.9090909,0.00067555904,0.6272377,0.9968477,0.1279931,0.3052647,0.0031523108,0.5,1.0,7.7078996,4.0,0.7779608721654673,3.4004453761257647,362.517,27.0,5.268000000000005,41.13,2.0,2.0,4.0,4.0,2.0,1.0,[]
CC1CC1C1C(C)NC(c2ccc(N(C)C)cc2)C1C(=O)Nc1ccccc1,,CC1CC1C1C(C)NC(c2ccc(N(C)C)cc2)C1C(=O)Nc1ccccc1,0.5244680503346225,0.9707888,0.0,0.8159119365289009,0.0008776784,0.9992086,0.90909094,0.14198565,0.882099,0.9693466,0.1279931,0.07820028,0.0031523108,0.5,1.0,7.6305823,6.0,0.8159119365289009,3.8196959550966048,377.5320000000001,28.0,4.3125000000000036,44.370000000000005,3.0,2.0,5.0,4.0,2.0,1.0,[]
Cc1ccc(C2NC(c3ccc(Cl)c(Cl)c3)C(C)C2C(=O)NC(N)=O)cc1,,Cc1ccc(C2NC(c3ccc(Cl)c(Cl)c3)C(C)C2C(=O)NC(N)=O)cc1,0.57983381525352,0.9755569,0.0,0.7166535004555656,0.0025698543,0.9998212,0.9090909,0.31541228,0.99930227,0.9693466,0.0031523108,0.69473535,0.5,0.5,1.0,7.5590134,4.0,0.7166535004555656,3.65613806763384,406.31300000000016,27.0,4.134620000000003,84.22,3.0,3.0,3.0,3.0,2.0,1.0,[]
Cc1ccc(C2NC(C)C(c3ccncc3)C2C(=O)NC(=O)c2cccccc2=O)cc1,,Cc1ccc(C2NC(C)C(c3ccncc3)C2C(=O)NC(=O)c2cccccc2=O)cc1,0.5100512490144119,0.9737383,0.0,0.6248221080323162,0.0011856556,0.9987422,0.72845984,0.99298555,0.9957328,0.24025309,0.1279931,0.3052647,0.0031523108,0.0031523108,1.0,7.5877924,4.0,0.6248221080323162,3.773928663023492,427.50400000000013,32.0,3.1396200000000016,88.16,5.0,2.0,4.0,4.0,3.0,1.0,[]
CCC(=O)NC(=O)C1C(c2ccc(CC)cc2)NC(c2ccc(C)cc2)C1C(C)C,,CCC(=O)NC(=O)C1C(c2ccc(CC)cc2)NC(c2ccc(C)cc2)C1C(C)C,0.5324592998493136,0.97712624,0.0,0.7184479353194189,0.002238512,0.9998169,0.838174,0.0061204433,0.99977094,0.9693466,0.1279931,0.01611495,0.5,0.5,1.0,7.532449,4.0,0.7184479353194189,3.677176707880001,406.5700000000001,30.0,4.8842200000000044,58.2,3.0,2.0,6.0,3.0,2.0,1.0,[]
CCc1ccc(C2NC(C)C(c3ccccc3)C2C(=O)NC(=O)c2cccnc2)cc1,,CCc1ccc(C2NC(C)C(c3ccccc3)C2C(=O)NC(=O)c2cccnc2)cc1,0.5010835747316135,0.97310936,0.0,0.6196994834112578,0.004935324,0.9996527,0.78847593,0.45208097,0.99999833,0.7597469,0.1279931,0.07820028,0.0031523108,0.0031523108,1.0,7.5972953,4.0,0.6196994834112578,3.5565878409803595,413.52100000000013,31.0,4.033400000000003,71.09,4.0,2.0,5.0,4.0,3.0,1.0,[]
Cc1ccc(C2NC(C)C(C)C2C(=O)NS(=O)(=O)c2cccs2)cc1,,Cc1ccc(C2NC(C)C(C)C2C(=O)NS(=O)(=O)c2cccs2)cc1,0.571033978202689,0.970252,0.0,0.8578230613184125,0.0011937618,0.9992774,0.838174,0.9986931,0.9999887,0.24025309,0.1279931,0.3052647,0.5,0.5,1.0,7.637916,4.0,0.8578230613184125,3.7728946535515977,378.51900000000006,25.0,2.8467200000000012,75.27000000000001,5.0,2.0,4.0,3.0,2.0,1.0,[]
Cc1ccc(C2NC(CCCc3ccccc3)C(C3CC3)C2C(=O)NC(N)=O)cc1,,Cc1ccc(C2NC(CCCc3ccccc3)C(C3CC3)C2C(=O)NC(N)=O)cc1,0.5363774993828437,0.96276736,0.0,0.653769991732038,0.0019957423,0.9998334,0.838174,0.6811719,0.99930227,0.9693466,0.0031523108,0.0031523108,0.0031523108,0.5,1.0,7.7286625,4.0,0.653769991732038,3.6946592876106887,405.5420000000002,30.0,3.868120000000002,84.22,3.0,3.0,7.0,4.0,2.0,1.0,[]
CC1NC(c2ccc(N(C)C)cc2)C(C(=O)NC(=O)C2CCCC2)C1c1ccccc1,,CC1NC(c2ccc(N(C)C)cc2)C(C(=O)NC(=O)C2CCCC2)C1c1ccccc1,0.5251054676071032,0.9731847,0.0,0.7189318590612,0.0025628805,0.99939394,0.78847593,0.47354472,0.9999485,0.7597469,0.1279931,0.07820028,0.0031523108,0.5,1.0,7.5961685,4.0,0.7189318590612,3.656556576738984,419.56900000000024,31.0,4.018400000000003,61.440000000000005,4.0,2.0,5.0,4.0,2.0,1.0,[]
CC(=O)NC(=O)C1C(c2ccc(-c3cccc(C)c3)cc2)NC(CC(=O)O)C1C,,CC(=O)NC(=O)C1C(c2ccc(-c3cccc(C)c3)cc2)NC(CC(=O)O)C1C,0.5738071792247665,0.9734394,0.0,0.7244090675693429,0.001860261,0.9998336,0.87800205,0.99543375,0.88818425,0.7597469,0.0031523108,0.07820028,0.5,0.5,1.0,7.5923367,4.0,0.7244090675693429,3.705370312140329,394.4710000000001,29.0,3.0646200000000006,95.50000000000001,4.0,3.0,5.0,3.0,2.0,1.0,[]
Cc1cccc(C(=O)NC(=O)C2C(c3ccc(C(C)C)cc3)NC(C)C2C(C)C)c1,,Cc1cccc(C(=O)NC(=O)C2C(c3ccc(C(C)C)cc3)NC(C)C2C(C)C)c1,0.5313739135075027,0.97103786,0.0,0.6874392190828431,0.0024316907,0.9998169,0.838174,0.0032214522,0.99977094,0.9693466,0.1279931,0.07820028,0.5,0.5,1.0,7.627135,4.0,0.6874392190828431,3.664564582831966,406.5700000000001,30.0,4.9962200000000045,58.2,3.0,2.0,5.0,3.0,2.0,1.0,[]
CC(C)NC(=O)NC(=O)C1C(c2ccc(N)cc2)NC(c2ccccc2)C1C,,CC(C)NC(=O)NC(=O)C1C(c2ccc(N)cc2)NC(c2ccccc2)C1C,0.5715676479042953,0.9581444,0.0,0.6128453257267209,0.0028104186,0.9993974,0.90909094,0.99293405,0.8490205,0.7597469,6.818771e-05,0.3052647,0.5,0.5,1.0,7.77629,4.0,0.6128453257267209,3.6425009234474466,380.4920000000001,28.0,3.140900000000001,96.25,4.0,4.0,4.0,3.0,2.0,1.0,[]
Cc1ccc(C2NC(C)C(c3ccccc3)C2C(=O)NC2CCNC2=O)cc1,,Cc1ccc(C2NC(C)C(c3ccccc3)C2C(=O)NC2CCNC2=O)cc1,0.5832954085366158,0.9694099,0.0,0.7664684528317062,0.00092989206,0.9992054,0.90909094,0.9997378,0.99999887,0.9693466,0.0031523108,0.3052647,0.0031523108,0.5,1.0,7.6491666,5.0,0.7664684528317062,3.8108956221169388,377.4880000000001,28.0,2.4325200000000002,70.23,3.0,3.0,4.0,4.0,2.0,1.0,[]
CCCNC(=O)C(=O)NC(=O)C1C(c2ccc(N)cc2)NC(C)C1CC(C)C,,CCCNC(=O)C(=O)NC(=O)C1C(c2ccc(N)cc2)NC(C)C1CC(C)C,0.5127074414812427,0.96402943,0.0,0.4379530349526369,0.00038003922,0.99971193,0.90909094,0.98677284,0.002162993,0.24025309,6.818771e-05,0.01611495,0.9968477,0.9968477,1.0,7.7146716,4.0,0.4379530349526369,3.9469892915570703,388.5120000000001,28.0,1.7491000000000017,113.32000000000001,5.0,4.0,6.0,2.0,1.0,1.0,[]
Cc1ccc(C2NC(C)C(c3c[nH]c(=O)c(C)c3)C2C(=O)NC(=O)c2ccccc2)cc1,,Cc1ccc(C2NC(C)C(c3c[nH]c(=O)c(C)c3)C2C(=O)NC(=O)c2ccccc2)cc1,0.529111469360514,0.9741383,0.0,0.5547403416513824,0.00093203783,0.9984859,0.72845984,0.97241324,0.98396826,0.7597469,0.0031523108,0.3052647,0.0031523108,0.0031523108,1.0,7.5816326,4.0,0.5547403416513824,3.8105432868611917,429.52000000000015,32.0,3.381140000000002,91.06,4.0,3.0,4.0,4.0,3.0,1.0,[]
Cc1ccc(C2NC(C)C(C)C2C(=O)Nc2nccs2)cc1,,Cc1ccc(C2NC(C)C(C)C2C(=O)Nc2nccs2)cc1,0.6043513843425965,0.97382385,0.0,0.912794345114533,0.0027887225,0.8056924,0.65878433,0.9732979,0.9984321,0.7597469,0.1279931,0.69473535,0.5,0.5,1.0,7.586483,4.0,0.912794345114533,3.643681328451021,315.442,22.0,3.375320000000001,54.02,4.0,2.0,3.0,3.0,2.0,1.0,[]
CCc1ccc(C2NC(c3cc(C)cs3)C(C)C2C(=O)NC(=O)NC)cc1,,CCc1ccc(C2NC(c3cc(C)cs3)C(C)C2C(=O)NC(=O)NC)cc1,0.5838057733750599,0.9760494,0.0,0.7513149506578258,0.000261724,0.99962103,0.9090909,0.8396254,0.99999887,0.7597469,0.0031523108,0.3052647,0.5,0.5,1.0,7.5508595,4.0,0.7513149506578258,4.0037188909186625,385.5330000000001,27.0,3.7124200000000016,70.23,4.0,3.0,4.0,3.0,2.0,1.0,[]
CC1NC(c2ccc(N)cc2)C(C(=O)Nc2ccc(N)cc2)C1c1ccccc1,,CC1NC(c2ccc(N)cc2)C(C(=O)Nc2ccc(N)cc2)C1c1ccccc1,0.5041040861744922,0.94905245,0.0,0.5113752827664413,0.00928241,0.99965334,0.87800205,0.6097179,0.9587244,0.7597469,6.818771e-05,0.3052647,0.0031523108,0.0031523108,1.0,7.8568497,4.0,0.5113752827664413,3.4599016096380115,386.4990000000001,29.0,3.922500000000002,93.16999999999999,4.0,4.0,4.0,4.0,3.0,1.0,[]
CCc1ccc(C2NC(c3ccccc3C)C(C)C2C(=O)NC(=O)C2CC2)cc1,,CCc1ccc(C2NC(c3ccccc3C)C(C)C2C(=O)NC(=O)C2CC2)cc1,0.5283202983140531,0.9768886,0.0,0.7506764072778123,0.0038112998,0.9997608,0.87800205,0.19336486,0.99977094,0.9693466,0.1279931,0.07820028,0.0031523108,0.5,1.0,7.5365834,4.0,0.7506764072778123,3.5960421924822104,390.52700000000016,29.0,4.248120000000003,58.2,3.0,2.0,5.0,4.0,2.0,1.0,[]
CCc1ccc(C2NC(C)C(CC)C2C(=O)NC(=O)c2ccccc2F)cc1,,CCc1ccc(C2NC(C)C(CC)C2C(=O)NC(=O)c2ccccc2F)cc1,0.5705795232125153,0.97447526,0.0,0.7681740241805892,0.003926277,0.9994981,0.90909094,0.4713931,0.99977094,0.9693466,0.1279931,0.07820028,0.5,0.5,1.0,7.5763717,4.0,0.7681740241805892,3.591509799187092,382.47900000000004,28.0,4.019900000000003,58.2,3.0,2.0,5.0,3.0,2.0,1.0,[]
CNC(=O)NC(=O)C1C(c2ccc(C)cc2)NC(c2ccc(C)cc2)C1N(C)C,,CNC(=O)NC(=O)C1C(c2ccc(C)cc2)NC(c2ccc(C)cc2)C1N(C)C,0.592777753358029,0.9797193,0.0,0.7455251954485907,0.0019519329,0.9998343,0.87800205,0.99946624,0.99999505,0.7597469,0.0031523108,0.3052647,0.5,0.5,1.0,7.4843836,4.0,0.7455251954485907,3.698043965986481,394.5190000000002,29.0,2.69104,73.47,4.0,3.0,4.0,3.0,2.0,1.0,[]
CN(C)c1ccc(C2NC(Cc3ccccc3)C(c3ccccc3)C2C(=O)NC(N)=O)cc1,,CN(C)c1ccc(C2NC(Cc3ccccc3)C(c3ccccc3)C2C(=O)NC(N)=O)cc1,0.5075947120422475,0.9709016,0.0,0.5443470352105031,0.0030706525,0.99498427,0.65878433,0.9076053,0.996905,0.7597469,0.0031523108,0.01611495,0.0031523108,0.0031523108,1.0,7.629024,4.0,0.5443470352105031,3.629000494937027,442.5630000000001,33.0,3.6031000000000013,87.46000000000001,4.0,3.0,6.0,4.0,3.0,1.0,[]
CCC1C(c2cc(C)ccc2C)NC(c2ccc(C)cc2)C1C(=O)NC(=O)C1CCC1,,CCC1C(c2cc(C)ccc2C)NC(c2ccc(C)cc2)C1C(=O)NC(=O)C1CCC1,0.5062370718766928,0.97938955,0.0,0.6656909586861982,0.0017209053,0.99944663,0.78847593,0.0019599795,0.99977094,0.9693466,0.1279931,0.07820028,0.0031523108,0.5,1.0,7.490819,4.0,0.6656909586861982,3.7172178062071897,418.58100000000024,31.0,5.082760000000004,58.2,3.0,2.0,5.0,4.0,2.0,1.0,[]
CCc1ccc(C2NC(C)C(c3cn[nH]c3)C2C(=O)NC(=O)c2ccccc2)cc1,,CCc1ccc(C2NC(C)C(c3cn[nH]c3)C2C(=O)NC(=O)c2ccccc2)cc1,0.5251263068812894,0.970961,0.0,0.5713276450358551,0.0008819699,0.9998742,0.838174,0.9752894,0.9976288,0.7597469,0.0031523108,0.07820028,0.0031523108,0.0031523108,1.0,7.628202,4.0,0.5713276450358551,3.8189589761301033,402.4980000000001,30.0,3.3615000000000013,86.88,4.0,3.0,5.0,4.0,3.0,1.0,[]
Cc1ccc(C2NC(C)C(c3ccc(C)cc3)C2C(=O)NC(=O)c2ccccc(=O)c2)cc1,,Cc1ccc(C2NC(C)C(c3ccc(C)cc3)C2C(=O)NC(=O)c2ccccc(=O)c2)cc1,0.5022213749698275,0.9745135,0.0,0.6003912860154277,0.0022562742,0.9958322,0.65878433,0.42425674,0.9999887,0.7597469,0.1279931,0.3052647,0.0031523108,0.0031523108,1.0,7.5757704,4.0,0.6003912860154277,3.6759677511536992,440.5430000000002,33.0,4.053040000000003,75.27000000000001,4.0,2.0,4.0,4.0,3.0,1.0,[]
Cc1ccc(C2NC(Cc3ccccc3C)C(C(C)C)C2C(=O)NC(=O)C2CC2)cc1,,Cc1ccc(C2NC(Cc3ccccc3C)C(C(C)C)C2C(=O)NC(=O)C2CC2)cc1,0.5055849007125803,0.97095555,0.0,0.6792925814075699,0.0013082623,0.99944663,0.78847593,0.05317062,0.99977094,0.9693466,0.1279931,0.01611495,0.0031523108,0.5,1.0,7.6282773,4.0,0.6792925814075699,3.758959129999676,418.58100000000024,31.0,4.500240000000003,58.2,3.0,2.0,6.0,4.0,2.0,1.0,[]
Cc1cccc(C2C(C)NC(c3ccc(N(C)C)cc3)C2C(=O)NC(=O)C2CC2)c1,,Cc1cccc(C2C(C)NC(c3ccc(N(C)C)cc3)C2C(=O)NC(=O)C2CC2)c1,0.5576717661415783,0.97315574,0.0,0.7471796686516275,0.0014556646,0.9998334,0.838174,0.9314938,0.9999485,0.7597469,0.1279931,0.07820028,0.0031523108,0.5,1.0,7.5966024,4.0,0.7471796686516275,3.742699043375829,405.5420000000002,30.0,3.5466200000000017,61.440000000000005,4.0,2.0,5.0,4.0,2.0,1.0,[]
CCc1ccc(C2NC(CC3CCCC3)C(C)C2C(=O)NC(=O)c2ccccc2)cc1,,CCc1ccc(C2NC(CC3CCCC3)C(C)C2C(=O)NC(=O)c2ccccc2)cc1,0.5000382120071852,0.97097164,0.0,0.6454980297017838,0.0032208562,0.99944663,0.78847593,0.0023508668,0.99977094,0.9693466,0.1279931,0.01611495,0.0031523108,0.5,1.0,7.6280546,4.0,0.6454980297017838,3.621716103728847,418.5810000000001,31.0,5.051100000000004,58.2,3.0,2.0,6.0,4.0,2.0,1.0,[]
CNc1ccc(C2NC(C)C(C)C2C(=O)Nc2ccccc2)cc1,,CNc1ccc(C2NC(C)C(C)C2C(=O)Nc2ccccc2)cc1,0.5909969379926538,0.9686462,0.0,0.80481461279321,0.014942825,0.8964979,0.78847593,0.8810774,0.997672,0.9693466,0.0031523108,0.3052647,0.5,0.5,1.0,7.659112,4.0,0.80481461279321,3.3866600498127415,323.44,24.0,3.6521000000000017,53.16,3.0,3.0,4.0,3.0,2.0,1.0,[]
Cc1ccc(C2NC(C)C(c3cccc4ccccc34)C2C(=O)NC(=O)N2CCCC2)cc1,,Cc1ccc(C2NC(C)C(c3cccc4ccccc34)C2C(=O)NC(=O)N2CCCC2)cc1,0.5076061700816618,0.974227,0.0,0.6069380779764129,0.0026283264,0.9954185,0.65878433,0.0051902533,0.9999485,0.9693466,0.1279931,0.69473535,1.001358e-05,0.0031523108,1.0,7.5802546,4.0,0.6069380779764129,3.652714816584025,441.57500000000033,33.0,4.913020000000004,61.440000000000005,3.0,2.0,3.0,5.0,3.0,1.0,[]
Cc1ccc(C2NC(c3ccccc3)C(C)C2C(=O)NC(=O)C2CC2)cc1,,Cc1ccc(C2NC(c3ccccc3)C(C)C2C(=O)NC(=O)C2CC2)cc1,0.5861525939862857,0.9759783,0.0,0.8158523530510408,0.007232189,0.9968399,0.9090909,0.85925806,0.99977094,0.9693466,0.1279931,0.3052647,0.0031523108,0.5,1.0,7.5520473,4.0,0.8158523530510408,3.4981514334287853,362.4730000000001,27.0,3.6857200000000025,58.2,3.0,2.0,4.0,4.0,2.0,1.0,[]
CCC(=O)NC(=O)C1C(c2ccc(C(C)C)cc2)NC(c2cccc(C)c2)C1C(C)C,,CCC(=O)NC(=O)C1C(c2ccc(C(C)C)cc2)NC(c2cccc(C)c2)C1C(C)C,0.5232804044331065,0.9709851,0.0,0.6536538279265531,0.0012372732,0.9993338,0.78847593,0.00024372339,0.99977094,0.9693466,0.1279931,0.01611495,0.5,0.5,1.0,7.6278677,4.0,0.6536538279265531,3.767448053497519,420.5970000000001,31.0,5.445220000000005,58.2,3.0,2.0,6.0,3.0,2.0,1.0,[]
Cc1ccc(C2NC(CC3CC3)C(C)C2C(=O)Nc2ccccc2)cc1,,Cc1ccc(C2NC(CC3CC3)C(C)C2C(=O)Nc2ccccc2)cc1,0.5051010264269493,0.96716017,0.0,0.82222858508176,0.009507954,0.98863846,0.87800205,0.017569244,0.6272377,0.9968477,0.1279931,0.07820028,0.0031523108,0.5,1.0,7.6778126,4.0,0.82222858508176,3.4562178946357784,348.49000000000007,26.0,4.699020000000004,41.13,2.0,2.0,5.0,4.0,2.0,1.0,[]
Cc1ccc(C2NC(N)C(c3ccc(Cl)cc3)C2C(=O)NC(=O)c2ccccc2)cc1,,Cc1ccc(C2NC(N)C(c3ccc(Cl)cc3)C2C(=O)NC(=O)c2ccccc2)cc1,0.5083352195471768,0.97133565,0.0,0.544053816906845,0.0070818067,0.99772716,0.78847593,0.59368885,0.99930227,0.7597469,0.0031523108,0.3052647,0.0031523108,0.0031523108,1.0,7.622976,4.0,0.544053816906845,3.5013695138019196,433.9390000000002,31.0,3.9341200000000027,84.22,4.0,3.0,4.0,4.0,3.0,1.0,[]
CC(=O)NC(=O)C1C(c2ccc(C)cc2)NC(Cc2ccccc2)C1C(C)C,,CC(=O)NC(=O)C1C(c2ccc(C)cc2)NC(Cc2ccccc2)C1C(C)C,0.5934711108780861,0.9764649,0.0,0.831945229111989,0.0029209852,0.9992772,0.90909094,0.7579351,0.99977094,0.9693466,0.1279931,0.07820028,0.5,0.5,1.0,7.543853,4.0,0.831945229111989,3.6366216335066186,378.5160000000001,28.0,3.801720000000003,58.2,3.0,2.0,5.0,3.0,2.0,1.0,[]
CCCC1NC(c2ccc(C)cc2)C(C(=O)NC(=O)c2ccccc2)C1CCC,,CCCC1NC(c2ccc(C)cc2)C(C(=O)NC(=O)c2ccccc2)C1CCC,0.5291944442083597,0.9731389,0.0,0.6657696268401142,0.00468421,0.99980134,0.87800205,0.010064781,0.99977094,0.9693466,0.1279931,0.0031523108,0.5,0.5,1.0,7.596854,4.0,0.6657696268401142,3.5645618506018675,392.5430000000002,29.0,4.797120000000004,58.2,3.0,2.0,7.0,3.0,2.0,1.0,[]
CCCCc1ccc(C2NC(C)C(N)C2C(=O)NC(=O)c2ccc(OC)cc2)cc1,,CCCCc1ccc(C2NC(C)C(N)C2C(=O)NC(=O)c2ccc(OC)cc2)cc1,0.5269805678692138,0.9545719,0.0,0.6115224503550146,0.0057991147,0.9997595,0.838174,0.9973357,0.953309,0.24025309,0.0031523108,0.0031523108,0.5,0.5,1.0,7.8097644,4.0,0.6115224503550146,3.5319390936869643,409.53000000000014,30.0,2.970700000000001,93.45,5.0,3.0,7.0,3.0,2.0,1.0,[]
