SMILES,Score,Scaffold
CC(C)Cc1ccc(C2NC(C)C(CC(C)C)C2C(=O)NC(=O)c2ccccc2)cc1,0.0,unknown
CCC1C(c2c[nH]nn2)NC(c2ccc(C)cc2)C1C(=O)Nc1ccccc1,0.0,unknown
CC(=O)NC(=O)C1C(c2ccc(-c3ccccc3)cc2)NC(c2ccco2)C1C,0.0,unknown
CNC(=O)NC(=O)C1C(c2ccc(C)cc2)NC(c2cc(C)ccc2C)C1C,0.0,unknown
CCc1ccc(C2NC(C)C(CC3CC3)C2C(=O)NC(=O)c2ccc(F)cc2)cc1,0.0,unknown
Cc1ccc(C2NC(C3CCCC3)C(C)C2C(=O)NC(=O)c2ccc(O)cc2)cc1,0.0,unknown
COc1ccc(C2C(C)NC(c3ccc(C)cc3)C2C(=O)NC(=O)C2CC2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(C3CCOC3)C2C(=O)NC(=O)c2ccccc2)cc1,0.0,unknown
Cc1ccc(C2NC(CC3CC3)C(C)C2C(=O)Nc2cccnc2F)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(c3ccc4ccccc4c3)C2C(=O)NC(=O)N2CCC2)cc1,0.0,unknown
Cc1ccc(C2NC(c3ncccn3)C(C)C2C(=O)Nc2ccccc2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(c3ccccc3)C2C(=O)NC(=O)c2ccc(CO)cc2)cc1,0.0,unknown
CCc1ccc(C2NC(C)C(C)C2C(=O)Nc2ccccc2C(C)=O)cc1,0.0,unknown
CCC1NC(c2ccc(C)cc2)C(C(=O)NC2=NCCC2)C1c1ccc(C)cc1,0.0,unknown
Cc1ccc(C2NC(c3ccccc3)C(C)C2C(=O)NC(=O)c2cn(C)cn2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(c3cccnc3)C2C(=O)NC(=O)c2ccccc2)cc1,0.0,unknown
CCC1C(c2ccccc2C)NC(c2ccc(C)cc2)C1C(=O)NS(=O)(=O)C1CC1,0.0,unknown
Cc1ccc(C2NC(c3cccc(O)c3)C(C)C2C(=O)NC=O)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(C)C2C(=O)NC(=O)c2cscc2C)cc1,0.0,unknown
Cc1ccc(NC(=O)NC(=O)C2C(c3ccc(C)cc3)NC(C3CC3C)C2C)cc1,0.0,unknown
CCc1ccc(C2NC(C)C(c3cccc(C)c3)C2C(=O)NC(C)=O)cc1,0.0,unknown
CCC1C(C(=O)NC(=O)c2ccccc2)C(c2ccc(C)cc2)NC1C1(C)CC1,0.0,unknown
Cc1cccc(-c2ccc(C3NC(C)C(C)C3C(=O)NC(=O)C3CCC3)cc2)c1,0.0,unknown
Cc1ccc(C2NC(C)C(c3cccc(C)c3)C2C(=O)Nc2ccccn2)cc1,0.0,unknown
CC1NC(c2ccc(N(C)C)cc2)C(C(=O)Nc2nncs2)C1C,0.0,unknown
Cc1ccc(C2NC(C)C(C3(C)CCC3)C2C(=O)NC(=O)c2ccc(F)cc2)cc1,0.0,unknown
CC1NC(c2ccc(N(C)C)cc2)C(C(=O)NC(=O)Nc2ccccc2O)C1C,0.0,unknown
CC(=O)NC(=O)C1C(c2ccc(C)cc2)NC(C)C1c1cc(O)ccc1Cl,0.0,unknown
Cc1ccc(C2NC(c3cc(C)cc(C)c3)C(C(C)C)C2C(=O)NC(=O)C2CC2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(C3CC3)C2C(=O)NC(=O)c2cccc(Cl)c2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(c3cccc(F)c3)C2C(=O)Nc2cccc(=O)cc2)cc1,0.0,unknown
Cc1ccc(C2NC(c3ccc(C)nc3)C(C)C2C(=O)Nc2ccccc2)cc1,0.0,unknown
CCc1ccc(C2NC(C(C)C)C(C)C2C(=O)Nc2ccc(O)cc2)cc1,0.0,unknown
CNC1C(Cc2ccccc2)NC(c2ccc(C)cc2)C1C(=O)NS(=O)(=O)N(C)C,0.0,unknown
Cc1ccc(C2NC(c3ccccc3Cl)C(CC3CC3)C2C(=O)NS(C)(=O)=O)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(CCl)C2C(=O)NCc2ccccc2)cc1,0.0,unknown
CC(=O)NC(=O)C1C(c2ccc(C)cc2)NC(C)C1c1cccc(Cl)c1,0.0,unknown
Cc1ccc(C2NC(c3ccccc3Cl)C(C)C2C(=O)NC(=O)N2CCC(C)CC2)cc1,0.0,unknown
Cc1ccc(C2NC(c3ccc(N(C)C)cc3)C(C(=O)NC(=O)C3CC3)C2C2CC2)cc1,0.0,unknown
Cc1ccc(C2NC(c3cccc(C)c3)C(C)C2C(=O)NC(=O)N2CCCC(C)C2)cc1,0.0,unknown
CC1NC(c2ccc(C3(C)CCC3)cc2)C(C(=O)NC(=O)c2ccccc2)C1C,0.0,unknown
Cc1ccc(C2NC(c3ccccc3)C(C)C2C(=O)NC(=O)c2ccn(C)c(=O)c2)cc1,0.0,unknown
CCc1ccc(C2NC(C)C(CC(C)C)C2C(=O)NC(=O)c2ccc(Cl)cc2)cc1,0.0,unknown
CC1C(c2ccccc2Cl)NC(c2ccc(N(C)C)cc2)C1C(=O)NC(=O)CN,0.0,unknown
CNC(=O)C1C(c2ccc(-c3ccccc3)cc2)NC(c2nccs2)C1N,0.0,unknown
Cc1ccc(C2NC(C)C(c3cccc(=O)cc3)C2C(=O)NC(=O)c2ccccc2)cc1,0.0,unknown
CC(=O)NC(=O)C1C(c2ccc(-c3ccccc3)cc2)NC(C)C1c1ccccc1,0.0,unknown
CC1NC(c2ccc(N)cc2)C(C(=O)NC(=O)c2ccccc2)C1c1cccc(F)c1,0.0,unknown
Cc1ccc(C2NC(Cc3ccccc3)C(C)C2C(=O)NC(=O)c2cccccc2=O)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(C3CCCC3)C2C(=O)NC(=O)Nc2cccc(F)c2)cc1,0.0,unknown
Cc1ccsc1C1NC(c2ccc(N(C)C)cc2)C(C(=O)NC(N)=O)C1C(C)C,0.0,unknown
CC1NC(c2ccc(N(C)C)cc2)C(C(=O)Nc2ccccc2)C1C1CCCCC1,0.0,unknown
COc1ccccc1C(=O)NC(=O)C1C(c2ccc(C)cc2)NC(CC(C)=O)C1C,0.0,unknown
Cc1ccc(C2NC(c3ccccc3)C(C)C2C(=O)NC2=NCCC2)cc1,0.0,unknown
Cc1ccc(C2NC(c3ccccc3Cl)C(CC(C)C)C2C(=O)NC(=O)N2CC2)cc1,0.0,unknown
CCCC1NC(c2ccc(C)cc2)C(C(=O)Nc2ncccc2O)C1C,0.0,unknown
CC1NC(c2ccc(C3CC3)cc2)C(C(=O)NC(=O)OC2CC2)C1c1ccccc1,0.0,unknown
Cc1ccccc1NC(=O)C1C(c2ccc(N(C)C)cc2)NC(C)C1C,0.0,unknown
Cc1ccc(C2NC(c3cccccc3=O)C(C)C2C(=O)Nc2ccccc2)cc1,0.0,unknown
Cc1ccc(C2NC(c3ccoc3C)C(C(C)C)C2C(=O)NC(=O)C2CC2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(C)C2C(=O)NCC2CCOCC2)cc1,0.0,unknown
Cc1ccc(C2NC(C(C)C)C(C)C2C(=O)Nc2ccccc2)cc1,0.0,unknown
CC(=O)NC(=O)C1C(c2ccc(C(C)C)cc2)NC(Cc2cccc(O)c2)C1C(C)C,0.0,unknown
Cc1ccccc1C1NC(c2ccc(N(C)C)cc2)C(C(=O)NS(C)(=O)=C2CC2)C1C,0.0,unknown
CC1NC(c2ccc(-c3ccccc3)cc2)C(C(=O)NC(N)=O)C1C,0.0,unknown
Cc1ccc(NC(=O)NC(=O)C2C(c3ccc(C)cc3)NC(C3CCCC3)C2C)cc1,0.0,unknown
CCc1ccc(C2NC(C)C(C)C2C(=O)Nc2ccccc2NC(C)=O)cc1,0.0,unknown
CC1C(C2CC2)NC(c2ccc(C3CC3)cc2)C1C(=O)Nc1ccc(O)cc1,0.0,unknown
Cc1ccc(C2NC(c3ccccc3C)C(C)C2C(=O)Nc2coc(C)c2)cc1,0.0,unknown
COc1ccccc1C(=O)NC(=O)C1C(c2ccc(C)cc2)NC(c2ccc[nH]2)C1C,0.0,unknown
Cc1ccc(C2NC(Cc3ccccc3)C(c3ccccc3)C2C(=O)NS(C)(=O)=O)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(c3ccccc3C)C2C(=O)NC(=O)c2cccn(C)c2=O)cc1,0.0,unknown
CCCC1NC(c2ccc(N(C)CC)cc2)C(C(=O)NC(=O)c2ccc(C)cc2)C1C,0.0,unknown
Cc1ccc(C2NC(C3CCCCC3)C(C)C2C(=O)NC(=O)c2ccsc2)cc1,0.0,unknown
CCCCC1C(C)NC(c2ccc(C)cc2)C1C(=O)NS(=O)(=O)c1ccccc1,0.0,unknown
CC1NC(c2ccc(N(C)C)cc2)C(C(=O)Nc2cccc(O)c2)C1C,0.0,unknown
CCC1C(c2cccc(Cl)c2)NC(c2ccc(C)cc2)C1C(=O)NC(=O)N1CCC1,0.0,unknown
CCc1ccc(C2NC(c3c(C)ccnc3C)C(C)C2C(=O)NC(=O)NC)cc1,0.0,unknown
CCCC1C(C2CC2)NC(c2ccc(C)cc2)C1C(=O)NC1CC(=O)N(C)C1,0.0,unknown
CNC(=O)C1C(c2ccc(C)cc2)NC(CC(=O)c2ccccc2)C1C,0.0,unknown
CC1NC(c2ccc(-c3ccccc3)cc2)C(C(=O)NC(=O)c2ccncc2)C1C,0.0,unknown
Cc1ccc(C2NC(C)C(C)C2C(=O)NC(=O)c2ccc(N)c(C)c2)cc1,0.0,unknown
Cc1ccc(C2NC(N(C)C)C(C)C2C(=O)NC(=O)CNC(=O)c2ccccc2)cc1,0.0,unknown
CCCC1NC(c2ccc(C)cc2)C(C(=O)NC)C1c1ccc(C)c(C)c1,0.0,unknown
CC1C(Cc2ccccc2F)NC(c2ccc(N(C)C)cc2)C1C(=O)NC(N)=O,0.0,unknown
CCc1ccc(C2NC(c3ccccc3)C(C)C2C(=O)NC(=O)CN)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(C3CC3)C2C(=O)NS(=O)(=O)c2ccsc2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(c3ccccc3)C2C(=O)NC(=O)c2cnccc2C)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(c3ccc(C)cc3)C2C(=O)Nc2cccc(C)n2)cc1,0.0,unknown
CNC(=O)NC(=O)C1C(c2ccc(-c3ccccc3)cc2)NC(C)C1C,0.0,unknown
CCC1C(C2CC(C)C2)NC(c2ccc(C)cc2)C1C(=O)NC(=O)c1ccc(F)cc1,0.0,unknown
CCOC(=O)NC(=O)C1C(c2ccc(N(C)C)cc2)NC(c2ccncc2)C1C,0.0,unknown
Cc1ccc(C2NC(c3cccc(C)c3)C(C)C2C(=O)NC(=O)C2CC2)cc1,0.0,unknown
CC1C(C2CCOCC2)NC(c2ccc(N(C)C)cc2)C1C(=O)NC(=O)c1ccc(F)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(C(C)C)C2C(=O)NC(=O)c2ccccc2N)cc1,0.0,unknown
CC1NC(c2ccc(N3CCCCC3)cc2)C(C(=O)Nc2ccccc2)C1C1CC1,0.0,unknown
CC1C(C2CC2)NC(c2ccc(N)cc2)C1C(=O)NC(=O)c1cccs1,0.0,unknown
Cc1ccc(C2NC(c3ccccc3)C(C)C2C(=O)NC(=O)Cc2ccc[nH]2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(C3CCCC3)C2C(=O)NC(=O)c2ccccc2)cc1,0.0,unknown
CCC1C(C)NC(c2ccc(C(C)(C)C)cc2)C1C(=O)NS(=O)(=O)c1ccc(C)cc1,0.0,unknown
CCC1C(C2CC2)NC(c2ccc(C)cc2)C1C(=O)NC(=O)Nc1ccccc1,0.0,unknown
Cc1ccc(C2NC(C)C(Cc3ccccc3)C2C(=O)NC(N)=O)cc1,0.0,unknown
CC(C)c1ccc(C2NC(C)C(C(C)C)C2C(=O)NC(=O)c2ccccc2O)cc1,0.0,unknown
CC(=O)NCCNC(=O)C1C(c2ccc(C)cc2)NC(c2cccc(C)c2)C1C,0.0,unknown
CCc1cccc(C(=O)NC(=O)C2C(c3ccc(C)cc3)NC(C)C2C)c1,0.0,unknown
Cc1ccc(C2NC(C)C(c3ccccc3O)C2C(=O)NC(=O)N(C)C)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(c3cc[nH]n3)C2C(=O)NC(=O)c2ccccc2F)cc1,0.0,unknown
CNC(=O)NC(=O)C1C(c2ccc(C)cc2)NC(c2ccc(Cl)cc2)C1C,0.0,unknown
C=S(C)(=O)C1C(C2CC2)NC(c2ccc(C(C)C)cc2)C1C(=O)NC(=O)c1ccccc1,0.0,unknown
Cc1ccc(C2NC(C)C(c3ccncc3)C2C(=O)NC(=O)c2ccccc2O)cc1,0.0,unknown
CC1C(C2CC2)NC(c2ccc(N(C)C)cc2)C1C(=O)Nc1cccc(=O)cc1,0.0,unknown
Cc1ccc(C2NC(c3ccccc3)C(C)C2C(=O)NC(=O)C2CCC2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(Cc3ccccc3)C2C(=O)NC(=O)c2ccco2)cc1,0.0,unknown
CCC1C(C2CCCC2)NC(c2ccc(C)cc2)C1C(=O)NC(=O)c1ccc(C)cc1,0.0,unknown
Cc1ccc(C2NC(c3ccc(C)cc3)C(C(=O)NC(=O)N3CCCC(C)C3)C2C)cc1,0.0,unknown
Cc1ccc(C2NC(N)C(c3ccccc3)C2C(=O)NC(=O)Cc2cccc(C)c2)cc1,0.0,unknown
CC(=O)NC(=O)C1C(c2ccc(-c3ccc(C)cc3)cc2)NC(C)C1C,0.0,unknown
CC(=O)NC(=O)C1C(c2ccc(C(C)C)cc2)NC(C)C1c1ccc(F)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(c3cccs3)C2C(=O)NC(=O)N2CCOCC2)cc1,0.0,unknown
Cc1ccc(C2NC(c3cccc(C)c3)C(C)C2C(=O)Nc2ccc(C)nc2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(C)C2C(=O)NC(=O)COC(=O)N(C)Cc2ccccc2)cc1,0.0,unknown
CCc1ccc(C2NC(C)C(C)C2C(=O)Nc2ccccn2)cc1,0.0,unknown
Cc1ccc(C2NC(c3ccc(O)cc3C)C(C)C2C(=O)NC2CC2)cc1,0.0,unknown
CC(=O)NC(=O)C1C(c2ccc(C)cc2)NC(c2ccccc2)C1c1ccccc1C,0.0,unknown
CCc1ccc(C2NC(C3CCCC3)C(C)C2C(=O)NC(=O)c2cccc(Cl)c2)cc1,0.0,unknown
Cc1cc(C)cc(-c2ccc(C3NC(C)C(C)C3C(=O)NC(=O)C3CC3)cc2)c1,0.0,unknown
CCC1NC(c2ccc(C(C)C)cc2)C(C(=O)NC(=O)c2ccccc2)C1C(C)C,0.0,unknown
Cc1ccc(C2NC(C)C(c3cccc(C)c3)C2C(=O)NC(=O)CN(C)C)cc1,0.0,unknown
CCc1ccc(C2NC(c3ccccc3)C(C)C2C(=O)NC(=O)C2CC2)cc1,0.0,unknown
Cc1ccc(C2NC(c3ccccc3)C(C)C2C(=O)Nc2ccc(C)ccc2=O)cc1,0.0,unknown
Cc1ccc(C2NC(c3ccc(Cl)cc3)C(N)C2C(=O)NC(=O)c2ccccc2)cc1,0.0,unknown
Cc1ccc(C2NC(Cc3cccc(=O)[nH]3)C(C)C2C(=O)Nc2ccccc2)cc1,0.0,unknown
Cc1ccc(C2NC(c3ccc(C)cc3)C(C(=O)NS(=O)(=O)N3CCCC3C)C2C)cc1,0.0,unknown
Cc1ccc(C2NC(c3ccc(C(C)(C)C)cc3)C(C(=O)NC=O)C2C)c(C)c1,0.0,unknown
Cc1ccc(C2NC(c3ccccc3)C(C)C2C(=O)Nc2ccoc2)cc1,0.0,unknown
CC(=O)c1ccccc1NC(=O)C1C(c2ccc(C)cc2)NC(C)C1C,0.0,unknown
Cc1ccc(C2NC(c3cccs3)C(C)C2C(=O)NC(N)=O)cc1,0.0,unknown
CNC(=O)C1C(c2ccc(C)cc2)NC(c2cccc(C)c2)C1c1nccs1,0.0,unknown
CC(C)c1ccc(C2NC(C)C(C)C2C(=O)Nc2cccc(N)c2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(c3ccccn3)C2C(=O)Nc2ccccc2)cc1,0.0,unknown
CC1C(Cc2ccccc2)NC(c2ccc(N)cc2)C1C(=O)NC(=O)c1ccccc1,0.0,unknown
CC1NC(c2ccc(N3CCCCC3)cc2)C(C(=O)NC(=O)c2ccccc2)C1C,0.0,unknown
Cc1ccc(C2NC(c3ccc(C)cc3)C(C(=O)Nc3ccn(C)c3)C2C)cc1,0.0,unknown
Cc1ccc(C2NC(c3ccccc3C)C(C)C2C(=O)NC(=O)C2CCOC2)cc1,0.0,unknown
CCC1NC(c2ccc(N(C)C)cc2)C(C(=O)Nc2ccccc2)C1C,0.0,unknown
CC(=O)NC(=O)C1C(c2ccc(C)cc2)NC(c2ccc(C)c(Cl)c2)C1C,0.0,unknown
CC(=O)NC(=O)C1C(c2ccc(C(C)C)cc2)NC(Cc2ccc(C)cc2)C1C,0.0,unknown
CCC1C(C)NC(c2ccc(C)cc2)C1C(=O)NC(=O)c1cc(C)ccc1OC,0.0,unknown
CCCc1ccc(C2NC(C)C(C)C2C(=O)Nc2cccc(Cl)c2)cc1,0.0,unknown
CCC1C(C2CCCCC2)NC(c2ccc(C)cc2)C1C(=O)NC(=O)c1ccccc1,0.0,unknown
CCc1ccc(C2NC(C)C(C)C2C(=O)NC(=O)Cc2cccc(OC)c2)cc1,0.0,unknown
Cc1cccc(C2NC(c3ccc(N(C)C)cc3)C(C(=O)NC(=O)N(C)C)C2C)c1C,0.0,unknown
CCc1ccc(C2NC(C)C(CC(C)C)C2C(=O)NC(=O)c2ccccc2Cl)cc1,0.0,unknown
CC1NC(c2ccc(C3CC3)cc2)C(C(=O)NS(=O)(=O)c2ccccc2)C1C1CC1,0.0,unknown
COc1ccc(NC(=O)C2C(c3ccc(N(C)C)cc3)NC(C)C2C2CC2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(c3ccccc3)C2C(=O)Nc2cccncc2=O)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(c3ccccc3)C2C(=O)Nc2cccc(=O)cc2)cc1,0.0,unknown
CCCc1ccc(C2NC(C)C(C)C2C(=O)NC(=O)c2ccc(C)cc2C)cc1,0.0,unknown
Cc1ccc(C2NC(Cc3nc(C)c(C)[nH]3)C(C)C2C(=O)NC(=O)c2ccccc2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(C)C2C(=O)Nc2csc(Br)c2)cc1,0.0,unknown
CCc1ccc(C2NC(C)C(C)C2C(=O)Nc2ccccc2O)cc1,0.0,unknown
Cc1ccccc1C1NC(c2ccc(N)cc2)C(C(=O)NC(=O)NC(N)=O)C1C,0.0,unknown
Cc1ccc(C2NC(C3(C)CCC3)C(C)C2C(=O)NC(=O)c2ccccc2Cl)cc1,0.0,unknown
Cc1ccc(C2NC(c3ccc(C)cc3)C(C(=O)NC3CCC(=O)C3)C2C)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(c3ccccn3)C2C(=O)NS(=O)(=O)c2ccccc2)cc1,0.0,unknown
CC1CC(c2ccc(C3NC(C)C(C)C3C(=O)NC(=O)N3CC3)cc2)c2ccccc21,0.0,unknown
CC(C)c1ccc(C2NC(C3CCOC3)C(C)C2C(=O)NC(=O)c2ccccc2)cc1,0.0,unknown
Cc1ccc(C2NC(c3ccccc3)C(N)C2C(=O)NC(N)=O)cc1,0.0,unknown
CCc1ccc(C2NC(C)C(c3ccccc3)C2C(=O)NC(=O)n2ccccc2=O)cc1,0.0,unknown
Cc1ccc(C2NC(c3ccccc3)C(C3(C)CCC3)C2C(=O)NC(=O)N2CCCC2)cc1,0.0,unknown
Cc1ccc(C2NC(Cc3ccccc3)C(C)C2C(=O)NC2CC2C(N)=O)cc1,0.0,unknown
Cc1ccc(C2NC(C3CC3)C(C3CC3)C2C(=O)NC(=O)c2ccc(F)cc2Cl)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(C(C)C)C2C(=O)NC(=O)c2ccc(C)c(Cl)c2)cc1,0.0,unknown
CCC1C(c2cc[n+](C)cc2)NC(c2ccc(C)cc2)C1C(=O)NC(=O)c1ccccc1,0.0,unknown
CC1=C(NC(=O)C2C(c3ccc(C)cc3)NC(c3ccccc3)C2C(C)C)C1,0.0,unknown
CNC(=O)C1C(c2ccc(C)cc2)NC(C)C1c1c(C)cccc1C,0.0,unknown
CC1C(c2ccccc2)NC(c2ccc(N(C)C)cc2)C1C(=O)NC(=O)C1CCCC1,0.0,unknown
Cc1ccc(C2NC(c3ccccc3)C(C)C2C(=O)NC(=O)CC2CC2)cc1,0.0,unknown
Cc1cc(C(=O)NC(=O)C2C(c3ccc(C(C)C)cc3)NC(C)C2C2CC2)ccc1F,0.0,unknown
Cc1ccc(C2NC(c3cccc(C)c3)C(C)C2C(=O)NC2CCN(C)CC2)cc1,0.0,unknown
CC1NC(c2ccc(N(C)C)cc2)C(C(=O)NC(=O)c2ccccc2)C1c1cc[nH]c1,0.0,unknown
CC1C(c2ccccc2)NC(c2ccc(N(C)C)cc2)C1C(=O)NC1CCC1,0.0,unknown
Cc1ccc(C2NC(c3cc(C)cc(C)c3)C(C)C2C(=O)NC(=O)C2CC2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(C3CCC3)C2C(=O)NC(=O)c2ccccc2)cc1,0.0,unknown
CNC(=O)NC(=O)C1C(c2ccc(N(C)C)cc2)NC(c2ccc(C)cc2)C1C,0.0,unknown
CC(=O)NC(=O)C1C(c2ccc(C)cc2)NC(C)C1c1occc1C,0.0,unknown
Cc1ccc(C2NC(Cc3cccc(C)c3C)C(C)C2C(=O)NC2CC2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(Cc3cccc(C)c3)C2C(=O)NC(=O)C2CC2)cc1,0.0,unknown
CCC1C(c2ccccc2Cl)NC(c2ccc(N)cc2)C1C(=O)NC(N)=O,0.0,unknown
Cc1ccc(C2NC(C)C(c3ccccc3C)C2C(=O)NC(=O)N2CCC2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(c3ccc(Cl)cc3)C2C(=O)NC(=O)CN(C)C)cc1,0.0,unknown
Cc1csc(NC(=O)C2C(c3ccc(C4CC4)cc3)NC(C)C2N)n1,0.0,unknown
Cc1ccc(C2NC(c3cc[nH]c3)C(C)C2C(=O)NC(=O)c2cccc(C)c2)cc1,0.0,unknown
Cc1ccc(NC(=O)C2C(c3ccc(C(C)C)cc3)NC(C)C2C)cc1,0.0,unknown
Cc1cccc(C)c1C(=O)NC(=O)C1C(c2ccc(CCN)cc2)NC(C)C1C,0.0,unknown
CNC(=O)C1C(c2ccc(C)cc2)NC(CCc2c(C)c(C)c(C)c(C)c2C)C1C,0.0,unknown
CCC1C(C(C)C)NC(c2ccc(C)cc2)C1C(=O)NC(=O)c1cccc(C(C)C)c1,0.0,unknown
Cc1ccc(C2NC(C)C(C3CCCO3)C2C(=O)NS(=O)(=O)c2ccccc2)cc1,0.0,unknown
Cc1ccc(C2NC(C3CC3)C(C3CC3)C2C(=O)NC(=O)Nc2ccccc2)cc1,0.0,unknown
CCC1C(c2ccccc2)NC(c2ccc(C)cc2)C1C(=O)NC1CCN(C(C)=O)CC1,0.0,unknown
Cc1cccc(C(=O)NC(=O)C2C(c3ccc(C4CC4)cc3)NC(C)C2C)c1,0.0,unknown
Cc1ccc(C2NC(c3ccc(F)cc3)C(C)C2C(=O)NS(C)(=O)=O)cc1,0.0,unknown
CC1NC(c2ccc(N(C)C)cc2)C(C(=O)Nc2ccccc2)C1C1CCCC1,0.0,unknown
CCC1C(c2cc(C)cc(Cl)c2)NC(c2ccc(C)cc2)C1C(=O)NC(N)=O,0.0,unknown
Cc1cccc(C(=O)NC(=O)C2C(c3ccc(C4CCC4)cc3)NC(N(C)C)C2C)c1,0.0,unknown
CCCc1ccc(C2NC(C)C(C)C2C(=O)NC(=O)Nc2ccccc2C)cc1,0.0,unknown
Cc1ccc(C2NC(c3ccc(O)cc3)C(C)C2C(=O)NC2CCNCC2)cc1,0.0,unknown
Cc1cccc(C2NC(c3ccc(C(C)C)cc3)C(C(=O)NC(=O)CC3CC3)C2C)c1,0.0,unknown
Cc1ccc(C2NC(c3ccco3)C(C)C2C(=O)NC(=O)C2CCOC2)cc1,0.0,unknown
Cc1ccc(C2NC(c3ccccc3)C(C)C2C(=O)Nc2ccccn2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(Cc3ccoc3)C2C(=O)NC(=O)c2ccccc2)cc1,0.0,unknown
CCc1ccc(C2NC(c3ccccn3)C(CC3CCOCC3)C2C(=O)NC(C)=O)cc1,0.0,unknown
CCC1C(c2ccccc2)NC(c2ccc(N(C)C)cc2)C1C(=O)NC(=O)C1CC1,0.0,unknown
CC1CN(C(=O)NC(=O)C2C(c3ccc(N(C)C)cc3)NC(C)C2Cc2ccccc2)C1,0.0,unknown
CC1C(c2ccccc2)NC(c2ccc(N(C)C)cc2)C1C(=O)NC(=O)C1CCCCO1,0.0,unknown
Cc1ccc(C2NC(C(C)C)C(C)C2C(=O)NS(=O)(=O)c2ccccc2)cc1,0.0,unknown
CCc1ccc(C2NC(C3CC3)C(C3CC3)C2C(=O)NC(=O)c2ccc(C)cc2)cc1,0.0,unknown
CCC1C(C(C)C)NC(c2ccc(Cc3ccc(F)cc3)cc2)C1C(=O)NS(C)(=O)=O,0.0,unknown
CC(=O)NC(=O)C1C(c2ccc(C)cc2)NC(C)C1NCc1ccccc1,0.0,unknown
CCCNC(=O)CCc1ccc(C2NC(C)C(CCC)C2C(=O)NC(C)=O)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(C)C2C(=O)NC(=O)NCc2ccccc2)cc1,0.0,unknown
CC(=O)NC(=O)C1C(c2ccc(C)cc2)NC(Cc2ccc(C)cc2)C1C,0.0,unknown
CC(C)c1ccc(C2NC(C)C(C)C2C(=O)NS(=O)(=O)c2ccc(O)cc2)cc1,0.0,unknown
CC1NC(c2ccc(C3CC3)cc2)C(C(=O)NS(C)(=O)=O)C1c1ccccc1,0.0,unknown
Cc1ccc(C2NC(C)C(c3ccc(F)cc3)C2C(=O)NC2CCC2N(C)C)cc1,0.0,unknown
COc1cccc(C(=O)NC(=O)C2C(c3ccc(N(C)C)cc3)NC(C)C2N(C)C)c1,0.0,unknown
CCC1C(c2ccccc2)NC(c2ccc(C)cc2)C1C(=O)NC(=O)COC,0.0,unknown
CCc1ccc(C2NC(C3CCCCC3)C(C)C2C(=O)NC(=O)c2ccccc2)cc1,0.0,unknown
CCc1ccc(C2NC(N3CCCCCC3)C(c3ccccc3)C2C(=O)NC(C)=O)cc1,0.0,unknown
CC1NC(c2ccc(C(=O)C3CCC3)cc2)C(C(=O)NS(=O)(=O)c2ccccc2)C1C,0.0,unknown
CCC1C(C)NC(c2ccc(C)cc2)C1C(=O)Nc1ccccc1OC,0.0,unknown
CCC1C(C(C)C)NC(c2ccc(C)cc2)C1C(=O)NC(=O)c1cccc(O)c1,0.0,unknown
CCc1ccc(C2NC(C)C(c3ccccc3)C2C(=O)NS(=O)(=O)CC)cc1,0.0,unknown
Cc1ccc(C2NC(C3CCCC3)C(C)C2C(=O)NC(=O)c2cccc(C)c2)cc1,0.0,unknown
Cc1ccc(C2NC(C3CCOCC3)C(C)C2C(=O)NC(=O)C2CC2)cc1,0.0,unknown
Cc1ccc(C2NC(C)C(c3cnco3)C2C(=O)NC(=O)c2ccccc2)cc1,0.0,unknown
