Alcohol,Amine,Amide,Ester,Ether,Ketone,Halogen,Aromatic_N,Sulfone,Nitro,SMILES
0,0,4,0,0,2,0,4,0,0,Cc1ccc(NC(=O)NC(=O)C2CC(c3cccc4ccccc34)N(C(=O)c3nnnn3Cc3ccc(N(C)C)cc3)C2c2ccccc2)cc1
0,0,3,0,0,3,0,1,0,0,Cc1cc(C(=O)N2C(c3cccc4ccccc34)CC(C(=O)NC(=O)c3cccnc3)C2c2ccccc2)cs1
0,0,3,0,0,1,1,3,0,0,Cc1noc(C)c1NC(=O)NC(=O)C1CC(c2cccc3ccccc23)N(Cc2nn(C)cc2Cl)C1c1ccccc1
0,0,2,0,0,2,1,0,1,0,Cc1ccc(C(=O)NC(=O)C2CC(c3cccc4ccccc34)N(S(=O)(=O)c3ccc(Cl)s3)C2c2ccccc2)cc1
0,1,2,0,0,2,0,3,0,0,Cc1cc(C(=O)NC(=O)C2CC(c3cccc4ccccc34)N(CCCCNc3ccnc4[nH]ccc34)C2c2ccccc2)ccn1
0,0,2,0,1,2,3,2,0,0,O=C(NC(=O)C1CC(c2cccc3ccccc23)N(Cc2ccc(Oc3ccc(C(F)(F)F)cn3)cc2)C1c1ccccc1)c1cccnc1
0,0,3,0,0,3,0,3,0,0,Cc1cccc(C(=O)NC(=O)C2CC(c3cccc4ccccc34)N(C(=O)CCCn3ccnn3)C2c2ccccc2)c1C
0,0,3,0,0,1,0,4,0,0,O=C(NC(=O)C1CC(c2cccc3ccccc23)N(Cc2cnc(-c3ncccn3)[nH]2)C1c1ccccc1)NC1CCCCC1
0,1,2,0,0,2,0,3,0,0,CCCNc1cc(C)nc(NC(=O)C2CC(c3cccc4ccccc34)N(C(=O)c3csc(CC)n3)C2c2ccccc2)n1
0,0,3,0,0,3,0,4,0,0,Cc1csc(C(=O)NC(=O)C2CC(c3cccc4ccccc34)N(C(=O)c3ccc(-c4nnn[nH]4)cc3C)C2c2ccccc2)c1
1,0,3,0,0,3,0,2,0,0,Cc1cc(C(=O)NC(=O)C2CC(c3cccc4ccccc34)N(C(=O)c3ncccn3)C2c2ccccc2)ccc1O
0,0,3,0,0,3,0,2,0,0,Cc1ncnc(C)c1C(=O)N1C(c2cccc3ccccc23)CC(C(=O)NC(=O)c2ccsc2)C1c1ccccc1
0,0,3,0,2,3,0,4,0,0,COc1ccc(C(=O)NC(=O)C2CC(c3cccc4ccccc34)N(C(=O)c3nnc[nH]3)C2c2ccccc2)c(OC)n1
0,0,3,0,0,1,0,0,0,0,CCc1ccc(CN2C(c3cccc4ccccc34)CC(C(=O)NC(N)=O)C2c2ccccc2)s1
0,0,3,0,1,3,0,2,0,0,CCn1cc(C(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)COC)C2c2ccc(-c3ccccc3)cc2)c(C)n1
0,0,2,0,3,2,0,1,0,0,COCCOCCOc1cccc(C(=O)NC(=O)C2CC(c3ccccc3)N(Cc3cccnc3)C2c2ccc(C)cc2)c1
0,0,2,0,0,2,0,1,0,0,N#Cc1ccc(CN2C(c3ccccc3)CC(C(=O)NC(=O)Cc3ccncc3)C2c2ccc(-c3ccccc3)cc2)cc1
0,0,3,0,0,3,0,1,0,0,CC(=O)NC(=O)C1CC(c2ccccc2)N(C(=O)c2c(C)noc2C)C1c1ccc(-c2ccccc2)cc1
0,0,2,0,2,2,0,2,0,0,CN1CCCC(CN2C(c3ccccc3)CC(C(=O)NC(=O)c3cnccn3)C2c2ccc(-c3ccc4c(c3)OCO4)cc2)C1
0,1,1,0,0,1,0,0,1,0,Cc1cccc(S(=O)(=O)NC(=O)C2CC(c3ccccc3)N(CCN)C2c2ccc(-c3ccccc3)cc2)c1
0,0,3,0,0,3,0,4,0,0,CC(=O)N1CCC(C(=O)NC(=O)C2CC(c3ccccc3)N(Cc3ccnn3-c3ncccn3)C2c2ccc(-c3ccccc3)cc2)CC1
0,0,3,0,1,3,0,5,0,0,COCCn1nc(C)c(C(=O)N2C(c3ccccc3)CC(C(=O)NC(=O)c3cnc(C)cn3)C2c2ccc(-c3ccccc3)cc2)n1
0,0,3,0,0,3,0,0,0,0,Cc1cccc(C(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)CCN3CCCCC3)C2c2ccc(-c3ccccc3)cc2)c1
0,0,2,0,1,2,0,0,0,0,COc1ccc(N2CCN(CCCCN3C(c4ccccc4)CC(C(=O)NC(=O)c4ccccc4)C3c3ccc(-c4ccccc4)cc3)CC2)cc1
0,0,2,0,0,3,0,2,0,0,CCN(CC)CCN1C(c2ccccc2)CC(C(=O)NC(=O)c2cn(C(C)=O)c3ccccc23)C1c1ccc(-c2cccnc2)cc1
1,0,3,0,1,3,0,2,0,0,COc1ccccc1C(=O)N1C(c2ccccc2)CC(C(=O)NC(=O)c2cnccn2)C1c1ccc(-c2cccc(O)c2)cc1
0,0,3,0,1,3,0,0,0,0,Cc1ccc(OCc2ccc(C(=O)N3C(c4ccccc4)CC(C(=O)NC(=O)c4cccc(C)c4)C3c3ccc(C)cc3)o2)cc1
1,1,3,0,3,4,0,2,1,0,CCn1nc(OC2Oc3ccccc3OC2C(=O)O)cc1C(=O)N1C(c2ccccc2)CC(C(=O)NC(=O)c2ccc(S(=O)(=O)NC)cc2)C1c1ccc(-c2ccccc2)cc1
0,0,3,0,1,3,0,0,0,0,CCc1ccc(C2C(C(=O)NC(=O)Cc3ccccc3)CC(c3ccccc3)N2C(=O)COCCN2CCCC2)cc1
0,0,2,0,1,2,0,1,0,0,Cc1cccc(-c2ccc(C3C(C(=O)NC(=O)c4cccnc4)CC(c4ccccc4)N3CCOc3ccccc3)cc2)c1
0,0,3,0,1,3,0,1,0,0,COc1ccc(C(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)c3ccncc3)C2c2ccc(-c3ccccc3)cc2)cc1
0,0,3,0,1,3,0,0,0,0,COc1cccc(C(=O)N2C(c3ccccc3)CC(C(=O)NC(C)=O)C2c2ccc(-c3ccccc3)cc2)c1
0,0,3,0,0,3,0,2,0,0,Cc1ccc(C(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)CCn3nc(C)cc3C)C2c2ccc(-c3ccccc3)cc2)cc1
0,0,3,0,0,3,0,3,0,0,CC(=O)NC(=O)C1CC(c2ccccc2)N(C(=O)Cn2cnc(C)n2)C1c1ccc(-c2ccccc2)cc1
0,0,4,0,0,2,0,4,0,0,Cc1cc(C)n(CCC(=O)N2C(c3ccccc3)CC(C(=O)NC(=O)Nc3cccnc3)C2c2ccc(-c3cc(C)on3)cc2)n1
0,0,3,0,0,3,0,3,0,0,Cc1nonc1CC(=O)N1C(c2ccccc2)CC(C(=O)NC(=O)c2cccn2C)C1c1ccc(-c2ccccc2)cc1
0,0,3,0,0,3,0,1,0,0,Cc1ccc(C(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)Cc3cccnc3)C2c2ccc(-c3ccccc3)cc2)cc1
0,0,2,0,0,2,0,1,1,0,CS(=O)(=O)NC(=O)C1CC(c2ccccc2)N(C(=O)CCc2cccc(-c3ccncc3)c2)C1c1ccc(-c2ccccc2)cc1
0,0,4,0,0,2,0,1,0,0,Cc1cccc(NC(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)c3ccsn3)C2c2ccc(-c3ccccc3)cc2)c1C
0,0,3,0,0,3,0,0,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(C(=O)Cc2ccccc2)C1c1ccc(-c2ccccc2)cc1)c1ccco1
0,0,4,0,3,2,0,1,0,0,COc1ccccc1COCCCOCC(=O)N1C(c2ccccc2)CC(C(=O)NC(=O)NCc2cccnc2)C1c1ccc(-c2ccccc2)cc1
0,0,3,0,1,3,0,1,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(C(=O)CCOc2ccccn2)C1c1ccc(-c2ccccc2)cc1)c1ccco1
0,0,2,0,0,2,0,1,1,0,Cc1ccc(S(=O)(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)CCc3ccccn3)C2c2ccc(-c3ccccc3)cc2)c(C)c1
0,1,2,0,0,2,0,2,0,0,O=C(CN1CCNCC1)NC(=O)C1CC(c2ccccc2)N(Cc2cnccn2)C1c1ccc(-c2ccccc2)cc1
0,0,2,0,0,2,0,2,0,0,Cc1csc(CN2C(c3ccccc3)CC(C(=O)NC(=O)Cc3csc(C)n3)C2c2ccc(-c3ccccc3)cc2)n1
0,0,4,0,0,2,0,0,0,0,CCNC(=O)NC(=O)C1CC(c2ccccc2)N(C(=O)CCCN(C)C)C1c1cccc2ccccc12
0,1,3,0,0,3,1,3,0,0,CNc1cc(C(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)Cc3noc(C)n3)C2c2cccc3ccccc23)cc(Cl)n1
0,0,3,1,1,2,0,1,0,0,Cc1nc(COC(=O)N2C(c3ccccc3)CC(C(=O)NC(=O)c3ccco3)C2c2cccc3ccccc23)cs1
0,0,2,0,1,2,0,1,0,0,COCCCN1C(c2ccccc2)CC(C(=O)NC(=O)Cc2sc(C)nc2C)C1c1cccc2ccccc12
0,1,3,0,1,1,0,4,0,0,COCCNc1cc(NC(=O)NC(=O)C2CC(c3ccccc3)N(Cc3ncccn3)C2c2cccc3ccccc23)ncn1
0,0,2,0,2,2,0,2,0,0,COc1ccnc(NC(=O)C2CC(c3ccccc3)N(C(=O)C3(C#N)COC3)C2c2cccc3ccccc23)n1
0,0,3,0,0,3,0,1,0,0,N#CCCCC(=O)N1C(c2ccccc2)CC(C(=O)NC(=O)Cc2cscn2)C1c1cccc2ccccc12
0,0,3,0,1,3,2,0,0,0,CCCCCC(=O)N1C(c2ccccc2)CC(C(=O)NC(=O)c2cc(Cl)cc(Cl)c2OC)C1c1cccc2ccccc12
0,1,3,0,1,3,0,2,0,0,COCCCn1cc(C(=O)N2C(c3ccccc3)CC(C(=O)NC(=O)C3CCCCN3)C2c2cccc3ccccc23)c(C)n1
0,0,3,0,1,3,0,0,0,0,CCCCCC(=O)NC(=O)C1CC(c2ccccc2)N(C(=O)COCC)C1c1cccc2ccccc12
0,0,4,0,0,2,0,0,0,0,NC(=O)NC(=O)C1CC(c2ccccc2)N(C(=O)C2=CCC=CCCC2)C1c1cccc2ccccc12
0,0,3,0,0,3,0,5,0,0,Cc1nnsc1-c1ncn(CC(=O)N2C(c3ccccc3)CC(C(=O)NC(=O)CS)C2c2cccc3ccccc23)n1
0,0,3,0,0,3,0,3,0,0,C=CC(=O)NC(=O)C1CC(c2ccccc2)N(C(=O)c2nn(-c3ccccc3)nc2C)C1c1cccc2ccccc12
0,0,2,0,1,2,0,2,0,0,Cc1nc(CN2C(c3ccccc3)CC(C(=O)NC(=O)c3ccnc(N4CCOCC4)c3)C2c2cccc3ccccc23)co1
0,0,2,0,0,2,0,2,0,0,Cc1nn(C)cc1C(=O)NC(=O)C1CC(c2ccccc2)N(Cc2ccsc2)C1c1cccc2ccccc12
0,0,3,0,0,3,0,0,0,0,Cc1ccc(CC(=O)N2C(c3ccccc3)CC(C(=O)NC(=O)c3c(C)cc(C)cc3C)C2c2cccc3ccccc23)cc1
0,0,3,0,3,3,0,1,0,0,COc1cc(OC)cc(C(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)COCc3ccncc3)C2c2cccc3ccccc23)c1
0,0,3,1,2,2,0,0,0,0,Cc1ccc(C(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)Oc3cccc(OC(C)C)c3)C2c2cccc3ccccc23)cc1C
0,0,2,0,2,2,0,1,0,0,CCCCOc1ccc(OC)nc1N1C(c2ccccc2)CC(C(=O)NC(=O)c2cccc(C)c2)C1c1cccc2ccccc12
0,0,3,0,0,3,0,1,0,0,Cc1cc(C(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)c3cccnc3)C2c2cccc3ccccc23)c(C)o1
1,0,3,0,0,3,0,2,0,0,CNC(=O)c1cc(C)ccc1C(=O)NC(=O)C1CC(c2ccccc2)N(Cc2cc3ccc(O)nc3n2C)C1c1cccc2ccccc12
0,0,2,0,0,2,0,4,0,0,Cc1ccnc(SCC(=O)NC(=O)C2CC(c3ccccc3)N(Cc3ccnc(N(C)C)n3)C2c2cccc3ccccc23)n1
0,0,2,0,2,2,0,1,0,0,CCOc1ccc(C(=O)NC(=O)C2CC(c3ccccc3)N(Cc3ccc(OC)nc3)C2c2cccc3ccccc23)cc1
0,0,4,0,2,2,0,1,0,0,COc1ccc(OC)c(NC(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)c3ccsn3)C2c2cccc3ccccc23)c1
0,0,1,0,0,1,0,3,0,0,N#CCNC(=O)C1CC(c2ccccc2)N(Cc2ccnn2Cc2cccnc2)C1c1cccc2ccccc12
0,0,3,0,1,1,0,1,0,0,COc1cccc(CN2C(c3ccccc3)CC(C(=O)NC(=O)Nc3ccccc3)C2c2cccc3ccccc23)n1
1,0,2,0,1,2,0,2,0,0,Cc1ccc(C)c(Oc2ccc(C(=O)NC(=O)C3CC(c4ccccc4)N(Cc4ccc(CCO)s4)C3c3cccc4ccccc34)nn2)c1
0,0,3,0,2,1,0,0,0,0,COc1ccc(CN2C(c3ccccc3)CC(C(=O)NC(=O)NC(C)C)C2c2cccc3ccccc23)c(OC)c1
0,0,4,0,0,2,1,4,0,0,O=C(NCc1ccnc(Cl)c1)NC(=O)C1CC(c2ccccc2)N(C(=O)CCn2nnc3ccccc3c2=O)C1c1cccc2ccccc12
0,0,3,0,0,3,0,3,0,0,CCCCC(Cn1ccnn1)C(=O)N1C(c2ccccc2)CC(C(=O)NC(=O)c2ccc(C)o2)C1c1cccc2ccccc12
0,0,2,0,0,2,0,5,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(Cc2ccncc2)C1c1cccc2ccccc12)c1cccc(-n2cnnn2)c1
0,0,2,0,0,2,0,4,0,0,CC(=O)NC(=O)C1CC(c2ccccc2)N(Cc2nnn(C)n2)C1c1cccc2ccccc12
0,0,3,0,1,3,0,4,0,0,COc1ccc2nc(C(=O)N3C(c4ccccc4)CC(C(=O)NC(=O)c4nn(C)c(C)c4C)C3c3ccccc3)[nH]c2c1
0,0,1,0,1,1,0,1,1,0,Cc1ccc(S(=O)(=O)NC(=O)C2CC(c3ccccc3)N(Cc3ccc(OCc4ccncc4)cc3)C2c2ccccc2)cc1
0,0,1,0,1,1,0,2,1,0,COc1ccc(S(=O)(=O)NC(=O)C2CC(c3ccccc3)N(Cc3cn(C)cn3)C2c2ccccc2)cc1
0,0,2,0,0,2,0,4,0,0,Cc1ccc(C(=O)NC(=O)C2CC(c3ccccc3)N(Cc3cnc4ncnn4c3)C2c2ccccc2)cc1
0,0,2,0,0,2,0,6,0,0,Cc1cc(C(=O)NC(=O)C2CC(c3ccccc3)N(c3nccc(-c4cnnn4CC(C)C)n3)C2c2ccccc2)no1
1,0,1,0,0,2,0,4,1,0,Cc1cccc(S(=O)(=O)NC(=O)C2CC(c3ccccc3)N(Cc3nnnn3CC(=O)O)C2c2ccccc2)c1
0,0,2,0,0,2,0,4,0,0,Cc1ncc(CN2C(c3ccccc3)CC(C(=O)NC(=O)Cc3c(C)nn(C)c3C)C2c2ccccc2)cn1
0,0,3,0,0,3,1,0,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(C(=O)C2CCC2)C1c1ccccc1)c1ccccc1Cl
0,1,2,0,0,2,0,5,0,0,Cc1nncn1Cc1cc(N)c(C(=O)NC(=O)C2CC(c3ccccc3)N(CC3CCCCC=N3)C2c2ccccc2)nn1
1,0,3,0,2,4,1,3,0,0,COc1cc(OC)cc(C(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)c3cc(Cl)c(Cn4cc(C)nn4)c(C(=O)O)c3)C2c2ccccc2)c1
0,1,2,0,0,2,0,2,0,0,CCc1cc(CN2C(c3ccccc3)CC(C(=O)NC(=O)c3cccc(N)c3)C2c2ccccc2)n(C)n1
0,0,2,0,3,2,0,1,0,0,CCOc1cc(CN2C(c3ccccc3)CC(C(=O)NC(=O)CCCOc3ccc(C)nc3)C2c2ccccc2)ccc1OC
0,0,4,0,2,2,0,2,0,0,COc1ccc(NC(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)c3snnc3C)C2c2ccccc2)c(OC)c1
0,0,3,0,0,1,2,2,0,0,Cc1nc(N2C(c3ccccc3)CC(C(=O)NC(=O)Nc3cc(Cl)c(Cl)s3)C2c2ccccc2)nc(C)c1C
1,0,2,1,1,4,0,1,0,0,Cc1ccc(C(=O)NC(=O)C2CC(c3ccccc3)N(Cc3ncccc3C(=O)OCC(=O)O)C2c2ccccc2)cc1
0,0,3,1,3,2,0,3,0,0,COCCOc1ccc(C(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)OCc3ccn(C)n3)C2c2ccccc2)cn1
0,0,2,0,0,2,3,2,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(Cc2ncc(F)cn2)C1c1ccccc1)c1ccc(Cl)c(Cl)c1
0,0,3,0,0,3,1,0,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(C(=O)c2ccc(Br)cc2)C1c1ccccc1)c1ccco1
0,1,3,0,0,3,0,2,0,0,CNCC(=O)NC(=O)C1CC(c2ccccc2)N(C(=O)c2cnnc(-c3cccs3)c2)C1c1ccccc1
0,0,3,0,2,1,0,0,0,0,CNC(=O)NC(=O)C1CC(c2ccccc2)N(Cc2cc(OCC3CCCO3)ccc2N2CC=CCC2)C1c1ccccc1
0,0,2,0,0,2,0,2,0,0,Cc1cc(C)cc(C(=O)NC(=O)C2CC(c3ccccc3)N(Cc3cc(C)n(C)n3)C2c2ccccc2)c1
0,0,3,0,0,3,0,1,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(C(=O)c2ccsc2)C1c1ccccc1)c1nccs1
0,0,2,0,0,2,2,1,0,0,Cc1cccc(C(=O)NC(=O)C2CC(c3ccccc3)N(Cc3cc(F)ccc3F)C2c2ccccc2)n1
0,1,4,0,1,4,0,1,0,0,Cc1cc(C)nc(NC(=O)C2CC(C(=O)NC(=O)C3CC(c4ccccc4)N(C(=O)COCc4ccccc4)C3c3ccccc3)CN2)c1
0,0,2,0,0,2,0,3,0,0,Cn1cncc1CN1C(c2ccccc2)CC(C(=O)NC(=O)c2ccncc2)C1c1ccccc1
0,0,3,0,2,1,0,1,0,0,COc1ccc(OC)c(NC(=O)NC(=O)C2CC(c3ccccc3)N(Cc3cccnc3)C2c2ccccc2)c1
0,1,1,0,0,1,0,1,1,0,Cc1cccc(Nc2nc(-c3cccc(CN4C(c5ccccc5)CC(C(=O)NS(C)(=O)=O)C4c4ccccc4)c3)cs2)c1
0,0,3,0,0,1,0,4,0,0,Cc1ccc(NC(=O)NC(=O)C2CC(c3ccccc3)N(Cc3ccn(-c4ncccn4)n3)C2c2ccccc2)cc1
0,0,2,0,0,2,3,4,0,0,Cc1nn(C)nc1CN1C(c2ccccc2)CC(C(=O)NC(=O)c2ccncc2C(F)(F)F)C1c1ccccc1
0,0,3,0,1,1,0,2,0,0,NC(=O)NC(=O)C1CC(c2ccccc2)N(C2=NC(c3ncccn3)OC2)C1c1ccccc1
0,0,5,0,0,3,0,2,0,0,O=C(NC(=O)N1CCCCC1=O)C1CC(c2ccccc2)N(C(=O)c2cnns2)C1c1ccccc1
0,0,2,0,0,2,0,3,0,0,Cc1cc(C(=O)NC(=O)C2CC(c3ccccc3)N(Cc3ccc4cccnc4c3)C2c2cccnc2)no1
0,0,2,0,1,2,0,3,0,0,Cc1ccc(N2CCOCC2)c(C(=O)NC(=O)C2CC(c3ccccc3)N(Cc3cnc(C)n3C)C2c2cccnc2)c1
0,0,2,0,0,2,0,1,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(CCCN2CCCCCC2)C1c1cccnc1)c1ccco1
0,0,3,1,1,2,0,1,0,0,CCc1ccc(C(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)OCCc3ccccc3)C2c2cccnc2)o1
0,0,2,0,0,2,0,2,0,0,Cc1ccc(C(=O)NC(=O)C2CC(c3ccccc3)N(Cc3cnc4ccccc4c3)C2c2cccnc2)cc1
0,0,2,0,0,2,0,1,0,0,Cc1ccc(CN2C(c3ccccc3)CC(C(=O)NC(=O)C3CC=CCC3)C2c2cccnc2)s1
0,1,3,0,0,1,0,4,0,0,Cc1ccc(NC(=O)NC(=O)C2CC(c3ccccc3)N(Cc3nnc(Nc4cccc(C)n4)o3)C2c2cccnc2)cc1
0,0,2,0,0,2,0,3,0,0,Cc1ncncc1C(=O)NC(=O)C1CC(c2ccccc2)N(Cc2ccc(N(C)C)cc2)C1c1cccnc1
0,0,2,0,0,2,1,1,0,0,Cc1ccc(C(=O)NC(=O)C2CC(c3ccccc3)N(C3CCN(Cc4ccc(Cl)cc4)CC3)C2c2cccnc2)cc1
0,0,3,0,0,3,0,2,0,0,Cc1cc(C(=O)N2C(c3ccccc3)CC(C(=O)NC(=O)c3ccco3)C2c2cccnc2)no1
0,1,4,0,1,4,0,1,0,0,CCOc1ccc(C(=O)N2C(c3ccccc3)CC(C(=O)NC(=O)c3ccc(NC(=O)C4CCC(CN)CC4)c(C)c3)C2c2cccnc2)cc1
0,0,4,0,0,4,0,2,0,0,CC(=O)Nc1ccc(C(=O)N2C(c3ccccc3)CC(C(=O)NC(=O)c3ccco3)C2c2cccnc2)cn1
0,0,2,0,0,2,0,2,1,0,Cc1cncc(S(=O)(=O)N2C(c3ccccc3)CC(C(=O)NC(=O)C3CC=CCC3)C2c2cccnc2)c1
2,0,3,0,0,3,0,3,0,0,Cc1cnc(C(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)c3ccc(O)c(O)c3)C2c2cccnc2)cn1
0,0,2,0,0,2,0,3,0,0,CSCCN1C(c2ccccc2)CC(C(=O)NC(=O)c2snnc2C)C1c1cccnc1
0,0,3,1,2,2,0,2,0,0,COc1ccc(OC(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)c3cccc(C)n3)C2c2cccnc2)cc1
0,0,3,0,0,3,0,3,0,0,CCC(=O)NC(=O)C1CC(c2ccccc2)N(C(=O)c2ccncn2)C1c1cccnc1
0,0,3,0,0,1,0,2,0,0,CC(C)NC(=O)NC(=O)C1CC(c2ccccc2)N(Cc2ccn(C)c2)C1c1cccnc1
0,0,2,0,2,2,0,4,0,0,COc1ncc(CN2C(c3ccccc3)CC(C(=O)NC(=O)c3ccccn3)C2c2cccnc2)c(OC)n1
0,0,3,0,1,5,0,1,0,0,CCC(=O)NC(=O)C1CC(c2ccccc2)N(C(=O)CCCOc2ccc(C(C)=O)cc2)C1c1cccnc1
0,0,1,0,2,1,0,3,0,0,COCCOc1ccccc1CN1C(c2ccccc2)CC(C(=O)Nc2ccc(C)nn2)C1c1cccnc1
0,0,3,0,0,3,0,2,0,0,Cc1ccc(C(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)c3cccnc3)C2c2cccnc2)cc1
0,0,4,0,0,2,0,2,0,0,CNC(=O)NC(=O)C1CC(c2ccccc2)N(C(=O)c2cccnc2)C1c1cccnc1
0,0,3,0,0,3,0,4,0,0,Cc1cc(C(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)c3cc(C)n(C)n3)C2c2cccnc2)sn1
0,0,3,0,1,3,0,1,0,0,COc1cccc(CC(=O)N2C(c3ccccc3)CC(C(=O)NC(=O)c3ccc4ccccc4c3)C2c2cccnc2)c1
0,0,3,0,2,3,0,2,0,0,COc1ccc(-c2sc(C)nc2C(=O)N2C(c3ccccc3)CC(C(=O)NC(=O)c3cccc(OC)c3)C2c2cccnc2)cc1
0,0,3,0,1,3,0,1,0,0,COc1cccc(C(=O)N2C(c3ccccc3)CC(C(=O)NC(=O)C3CCCC3)C2c2cccnc2)c1
0,0,2,0,0,2,0,5,1,0,Cc1ccc(S(=O)(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)c3ccc(-n4nccn4)nc3)C2c2cccnc2)cc1C
0,0,2,0,1,2,0,2,0,0,COc1ccc(C)cc1CN1C(c2ccccc2)CC(C(=O)NC(=O)c2ccncc2)C1c1cccnc1
0,0,2,0,0,2,0,3,0,0,Cc1ccnc(CN2C(c3ccccc3)CC(C(=O)NC(=O)c3c(C)noc3C)C2c2cccnc2)c1
0,0,3,0,0,3,0,1,0,0,Cc1ccc(C(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)c3cccs3)C2c2cccnc2)cc1
0,1,2,0,2,2,0,6,0,0,COc1cc(OC)cc(C(=O)NC(=O)C2CC(c3ccccc3)N(Cc3nccn3-c3ncnc(N)n3)C2c2cccnc2)c1
0,0,3,0,0,3,1,3,0,0,CC(=O)N1C(c2ccccc2)CC(C(=O)NC(=O)c2ccccc2-n2cnc(Cl)n2)C1c1ccco1
0,1,2,0,0,2,0,1,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(c2nccs2)C1c1ccco1)C1Cc2ccccc2CN1
0,0,3,0,1,3,0,0,0,0,CC(=O)N1C(c2ccccc2)CC(C(=O)NC(=O)c2ccc3c(c2)OC(C)C3)C1c1ccco1
0,0,3,0,0,3,0,0,0,0,CCC(=O)NC(=O)C1CC(c2ccccc2)N(C(=O)CC2CCCCC2)C1c1ccco1
0,0,3,0,2,3,0,0,0,0,COc1cccc(C(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)C3CCCO3)C2c2ccco2)c1
0,0,4,0,1,2,0,1,0,0,COc1ccc(C)cc1C(=O)N1C(c2ccccc2)CC(C(=O)NC(=O)Nc2ccncc2)C1c1ccco1
0,0,3,0,1,3,0,0,0,0,CCC(=O)NC(=O)C1CC(c2ccccc2)N(C(=O)Cc2ccc(OCc3ccccc3)cc2)C1c1ccco1
0,0,3,0,2,3,0,0,0,0,COCCC(=O)N1C(c2ccccc2)CC(C(=O)NC(=O)COC)C1c1ccco1
0,0,3,0,0,3,0,0,0,0,Cc1ccc(C(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)c3ccccc3)C2c2ccco2)cc1C
0,0,4,0,0,2,0,1,0,1,Cc1ncccc1C(=O)N1C(c2ccccc2)CC(C(=O)NC(=O)Nc2ccc([N+](=O)[O-])cc2)C1c1ccco1
0,0,3,0,0,3,0,1,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(C(=O)C2CCCCCC2)C1c1ccco1)c1ccncc1
0,0,3,1,1,2,0,0,0,0,CCc1ccc(C(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)OCc3ccc(C)cc3)C2c2ccco2)cc1
0,0,4,0,1,2,2,0,0,0,COc1cccc(C(=O)N2C(c3ccccc3)CC(C(=O)NC(=O)Nc3ccc(F)c(F)c3)C2c2ccco2)c1
0,0,3,0,0,3,0,3,0,0,Cc1c(C(=O)N2C(c3ccccc3)CC(C(=O)NC(=O)c3ccccc3)C2c2ccco2)nnn1C
0,0,3,0,0,2,0,1,0,0,Cc1cccc(C(=O)NC(=O)C2CC(c3ccccc3)N(C=O)C2c2ccco2)n1
0,0,4,0,0,2,0,3,0,0,Cc1nc(-c2ccncc2)sc1C(=O)N1C(c2ccccc2)CC(C(=O)NC(=O)Nc2c(C)noc2C)C1c1ccco1
0,0,4,0,1,2,0,5,0,0,COc1ccc(NC(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)c3nnnn3Cc3c(C)noc3C)C2c2ccco2)cc1
0,0,3,0,0,3,1,2,0,0,Cc1[nH]ncc1C(=O)N1C(c2ccccc2)CC(C(=O)NC(=O)c2cccc(F)c2)C1c1ccco1
0,0,3,0,0,3,0,4,0,0,Cc1ccc(C)c(C(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)c3cccc4nc(-c5cscn5)nn34)C2c2ccco2)c1
0,0,3,0,1,1,0,0,0,0,COc1cc(C)c(CN2C(c3ccccc3)CC(C(=O)NC(=O)NCc3ccc(C)c(C)c3)C2c2ccco2)c(C)c1
